id	title	title_en	keywords_en	keywords_fr	authors	date	langue	translated
11113	La Russie et l’Europe : une intégration économique encore à venir ?	Russia and Europe: the economic integration is still to come?	coefficient of bilateral trade,economic geography,Europe,European Union,regionalisation,regression,Russia,spatial interaction model,trade	birapport d’intensité bilatérale d’échanges,commerce,Europe,géographie économique,modèle d’interaction spatiale,régionalisation,régression,Russie,Union européenne.	Richard Yann,Zanin Christine Tobelem	2007-10-02		true
11882	La simulation de l’étalement urbain à La Réunion : apport de l’automate cellulaire Metronamica® pour la prospective territoriale	Modeling urban sprawl on the island La Réunion : contribution of the Metronamica® cellular automata for territorial prospect	cellular automata,urban sprawl,regional planning,decision-making aid	automate cellulaire,étalement urbain,aménagement du territoire,aide à la décision	Lajoie Gilles,Hagen-Zanker Alex	2007-10-18	fr	true
12443	Configurations atmosphériques de vastes échelles spatiales et variabilité des surcotes dans le Golfe du Lion	Broad-scale atmospheric patterns and sea-surge variations in the Golfe du Lion	sea surge,atmospheric pressure,weather regimes,Golfe du Lion.	surcote marine,pression atmosphérique,type de temps,Golfe du Lion	Ullmann Albin,Moron Vincent	2007-11-05	Fr	true
12283	Faut-il oublier Frank Lloyd Wright ? 	So long Frank Lloyd Wright? The Promises of Usonian Habitation	architecture,habitation,liberalism,suburbanity,territoriality	architecture,habitation,libéralisme,périurbanisation,territorialité	Brennetot Arnaud	2007-11-05	fr	true
12556	Emploi de la télédétection spatiale pour le suivi du développement de l'aquaculture semi-intensive : application au littoral de la province de Huelva (Andalousie, Espagne )	Use of remote sensing for the study of semi-intensive aquaculture development : the case of Huelva seaside, Andalusia	aquaculture,Fr,HRV (sensor),landscape,satellite imagery,Spain (Atlantic coast of),SPOT (satellite)	aquaculture,Espagne (côte atlantique de),HRV (capteur),imagerie satellitaire,paysage,SPOT (satellite)	Thomas Yves-F.,Brouchoud Hélène,Menanteau Loïc	2000-05-05	fr	true
12643	Macias Marie-Carmen, 2006, <em>Le commerce au Mexique à l’heure de la libéralisation économique</em>, Paris : L’Harmattan, coll. Recherches Amériques Latines, 193 p.				Monnet Jérôme	2007-11-27		false
12803	Spatio-temporal exploration of SARS epidemic		animated cartography,geovisualization,GIS,SARS,spatio-temporal information	cartographie animée,géo-visualisation,information spatio-temporelle,SRAS	Banos Arnaud,Lacasa Javier	2007-11-27	en	false
13033	Le rôle de la reconnaissance dans l’élaboration de la connaissance géographique.	The Role of Reconnaissance in the Shaping of geographical knowledge (Connaissance).Some general Insights and a case Study : Antarctica	Antarctica,epistemology,geographical knowledge,reconnaissance,world’s exploration	Antarctique,connaissance géographique,épistémologie,exploration du Monde,reconnaissance	Arrault Jean-Baptiste	2007-11-28	fr	true
13863	Métropolisation et recomposition territoriale du Nord-Est tunisien	Metropolisation and territory recomposition of the North-East of Tunisia	competitive space,emerging metropolity,North East of Tunisia,territory recomposition,Tunis,zone of metropolitan solidarity	espace compétitif,métropolité émergente,Nord-Est tunisien,recomposition territoriale,Tunis,zone de solidarité métropolitaine	Dlala Habib	2007-12-03	fr	true
14173	La Course des Accélérateurs de Particules vers les Hautes Energies et la Log Périodicité	The Race of Particle Accelerators to the High Energies and the Log Periodicity	complexity,fractals,log periodicity law,particle accelerator,tree of live	accélérateur de particules,arbre d'évolution,complexité,fractales,log périodicité	Brissaud Ivan,Baron Eric	2007-12-11	fr	true
15463	Citation, Citation, Citation : Bibliometrics, the web and the Social Sciences and Humanities		bibliometrics,research assessment,scientific publication,web,Scopus,Google Scholar,Web of Science,social sciences and humanities	bibliométrie,publication scientifique,évaluation scientifique,internet,Scopus,Google Scholar,Web of Science,sciences humaines et sociales	Kosmopoulos Christine,Pumain Denise	2007-12-17	en	false
21253	Les musées, un outil efficace de régénération urbaine ? Les exemples de Mons (Belgique), Essen (Allemagne) et Manchester (Royaume-Uni)	Museums, an effective way for urban regeneration? Examples of Mons (Belgium), Essen (Germany) and Manchester (United Kingdom)	museum,culture,urban regeneration,old manufacturing region	musée,culture,régénération urbaine,vieille région industrielle	Lusso Bruno	2009-01-05	fr	true
16103	Modélisation de la dynamique potentielle d’un bassin versant et mesure de son efficacité structurelle	Simulating the dynamic hydrological potential of a catchment and evaluating its structural efficiency	morphometric indexe,catchment,shape,network,cellular automata,structural efficiency	indice morphométrique,bassin-versant,forme,réseau,automate cellulaire,efficacité structurelle	Douvinet Johnny,Delahaye Daniel,Langlois Patrice	2008-02-15	fr	true
16283	Is there a link between fractal dimension and residential environment at a regional level?		fractal dimension,built-up patterns,socio-economic indicators,landscape quality,Wallonia,Belgium	dimension fractale,tissus bâtis,indicateurs socio-économiques,qualité paysagère,Wallonie,Belgique	Thomas Isabelle,Tannier Cécile,Frankhauser Pierre	2008-02-25	en	false
16193	François Etienne, Schulze Hagen (dir.), 2007, <em>Mémoires allemandes</em>, Paris, Gallimard, 800 p.				Laporte Antoine	2008-02-25	fr	false
16732	Comment organiser la recherche en France ?		France,research	France,recherche	Gaudin Jean-Pierre	2008-03-05	fr	false
16443	Segregation Analyzer: a C#.Net application for calculating residential segregation indices		indices of segregation,residential segregation,urban segregation,C#.Net,GIS	indices de ségrégation,ségrégation résidentielle,ségrégation urbaine,C#.Net,SIG	Apparicio Philippe,Petkevitch Valera,Charron Mathieu	2008-02-26	en	false
16793	Typologie socio-électorale des principales villes françaises à la veille des élections municipales 2008		elections,France	élections,France	Colange Céline	2008-03-11	fr	false
16823	Dispositif, format, posture : une méthode d’analyse de l’iconographie géographique	Arrangement, format, posture : a methodic analysis of geographical iconography	arrangement,classify pictures,epistemology,format,iconography,iconographic system,illustration,imagery,picture,posture	épistémologie,dispositif,format,iconographie,illustration,image,imagement,imagerie,indexation d’images,posture,système iconographique	Mendibil Didier	2008-03-12	fr	true
17033	Typologie socio-électorale des principales villes françaises : de la veille au lendemain des élections municipales 2008			France,élection	Colange Céline	2008-03-20	Fr	false
17203	Le parc amazonien de Guyane française : un exemple du difficile compromis entre protection de la nature et développement	The Amazonian park of French Guiana: an example of the difficult compromise between nature protection and development	national park,nature protection/conservation,development,sustainable development,territorial planning,territorial conflict,cartography,French Guiana	parc national,protection/conservation de la nature,développement,développement durable,aménagement du territoire,conflit territorial,cartographie,Guyane française	Demaze Moïse Tsayem	2008-03-27	fr	true
17332	Typologie mondiale des relations ville-port	World typology of city-port relationships	centrality,intermediacy,nodality,port city,regionalisation,world	centralité,monde,nodalité,régionalisation,réticularité,ville portuaire	Ducruet César	2008-03-27	fr	true
17502	Et si les jeux vidéo servaient à comprendre la géographie ?	Are video games means to understand geography?	appropriation,interactivity,modelling,pedagogy,representation,research,simulation,video-game,virtual space	appropriation,espace virtuel,interactivité,jeu vidéo,modélisation,pédagogie,recherche,représentation,simulation	Ter Minassian Hovig,Rufat Samuel	2008-03-27	fr	true
18342	La gare monumentale de Canfranc à l’épreuve des temps. Grandeur et décadence d’un patrimoine ferroviaire de la montagne aragonaise (Espagne)	The monumental station of Canfranc. Rise and fall of a railway heritage of the Aragonese mountain (Spain)	Aragon,Aspe valley,brownfield,Canfranc,industrial landscape,Pyrenees,rail architecture,rail heritage,railway,railway station,reallocation	Aragon,architecture ferroviaire,Canfranc,chemin de fer,friche,gare,patrimoine ferroviaire,paysage industriel,Pyrénées,réaffectation,vallée d’Aspe	Desmichel Pascal	2008-05-14	fr	true
18582	Une utilisation inattendue des outils de télédétection disponibles sur internet : l’identification des sujets de deux aquarelles du peintre William Turner.				Courtot Roland	2008-05-07	Fr	false
18592	Télédétections thermiques infrarouges des concentrations urbaines au Maroc	Recognition of Urban Areas in Morocco by Thermal Infrared Remote Sensing	Thermal remote sensing,built density,socio spatial segregations,metropolization,Morocco	télédétection infrarouge thermique,densité du bâti,ségrégation socio spatiale,métropolisation,Maroc	Gadal Sébastien	2008-05-15	fr	true
18682	Reclus R, 2007, <em>Les Etats-Unis et la guerre de Sécession</em>, Articles publiés dans la Revue des Deux Mondes, édité par Soizic Alavoine-Muller, Paris, CTHS, 330 p.			France,histoire de la géographie	Wastable Marielle	2008-05-27	fr	false
18703	Mai 68 a-t-il changé la géographie ?				Pumain Denise	2008-05-27	fr	false
18862	Présence de la publicité automobile dans la presse écrite belge : Analyse des quotidiens La Libre Belgique et Le Soir et des hebdomadaires Trends-Tendances et Le Vif-L’Express	Presence of car advertising in the Belgian written press: Analysis of the dailies La Libre Belgique and Le Soir and the weeklies Trends-Tendances and Le Vif-L’Express	advertising,cars,CO2,global warming,written press	automobile,CO2,presse écrite,publicité,réchauffement climatique	Ozer Pierre	2008-06-02	fr	true
18852	La zone côtière humide de Réghaia dans le littoral Est Algérois (Algérie) : Contribution méthodologique à son plan de gestion 	The wet coastal zone of Réghaia in the East littoral of Algiers (Algeria): Methodological contribution to its plan of management	coastal management,natural reserve,collective project of territory,sustainable development,participative step,analyze of durability,Algiers coastal Zone,plan of management	aménagement côtier,réserve naturelle,projet collectif de territoire,développement durable,démarche participative,analyse de durabilité,zone côtière algéroise,plan de gestion	Larid Mohamed	2008-07-02	fr	true
19323	La gestion contractualisée des forêts en pays betsileo et tanala (Madagascar)	Contractual Forest Management in the Betsileo and Tanala Regions of Madagascar: The biased effects of a universal model	actors,environmental policies,forestry corridor,Madagascar,map,rules,territory,Transferring the Management of Renewable Natural Resources (TGRNR)	acteur,carte,corridor forestier,Madagascar,norme,politiques environnementales,territoire,transfert de gestion	Blanc-Pamard Chantal,Ramiarantsoa Hervé Rakoto	2008-07-04	fr	true
19063	Mobilités internationales des diplômés de l’enseignement supérieur français en phase d’insertion professionnelle : effets sur leurs débuts de carrière lors de leur retour en France	International mobility by French higher education graduates on entering the labour market: is it worth it once they return home?	econometry,higher education,international migration,labor market	économétrie,enseignement supérieur,marché du travail,migration internationale	Perret Cathy	2008-06-30		true
19103	Subra Ph., 2007, <em>Géopolitique de l’aménagement du territoire</em>, Paris, Armand Colin, 327 p.				Thomas Isabelle	2008-07-01		false
19113	Did May '68 change geography?				Pumain Denise	2008-07-01	en	false
19123	Extraction d’indices paysagers et analyse quantitative des paysages de « vallées ordinaires » à partir de données images : L’exemple de la Seulles (Calvados, France)	Landscape metrics extraction and quantitative analysis of “ordinary valleys”: Example of Seulles valley (Calvados, France)	land cover,landscape metric,remote sensing,spatial analysis.,valley	analyse spatiale,indicateur,occupation du sol,télédétection,vallée	Germaine Marie-Anne,Puissant Anne	2008-06-30	fr	true
19423	Henk A.M.J. Ten Have, (dir), 2007, <em>Éthiques de l’environnement et politique internationale</em>, collection éthiques, Éditions UNESCO, 247 p.				Blanc Nathalie	2008-07-04		false
20083	Gaudin J-P. , 2007, <em>La démocratie participative</em>, Paris, Armand Colin, collection « 128 », 125 p.				Fleury Antoine	2008-09-18	fr	false
20103	Georgia on my mind .....				Elissalde Bernard	2008-09-22	Fr	false
19683	La mesure de l’urbanisation aux Etats-Unis, des premiers comptoirs coloniaux aux <em>Metropolitan Areas</em> (1790-2000)	Measuring urbanization in United States, from the first trading post to the Metropolitan Areas (1790-2000)	urban delineations,cities and towns,agglomerations,metropolitan areas,space-time referential,data base model,SIG,19th and 20th urbanization,urban growth,urban concentration,United States	délimitation urbaine,municipalités,agglomérations,aires fonctionnelles,référentiel espace-temps,modèle de données,SIG,urbanisation 19e-20e siècles,croissance urbaine,hiérarchisation,Etats-Unis	Bretagnolle Anne,Giraud Timothée,Mathian Hélène	2008-07-10	fr	true
19763	Krichewsky L. et al. (dir.), 2007, <em>Guide de l’étudiant ERASMUS européen en sciences sociales</em>, Paris, Belin, 336 p.				Dupuy Gabriel	2008-09-02	fr	false
19843	Cattan N. (dir.), 2007, <em>Cities and networks in Europe, A critical approach of polycentrism</em>, Montrouge, John Libbey, 207 p.				Dupuy Gabriel	2008-09-09	fr	false
19853	Publier en temps de guerre : les revues de géographie française de 1939 à 1945	French Geographical Journals facing World War II	France,geographical journal,history of geography,World War II	France,histoire de la géographie,revue,Seconde Guerre Mondiale	Beauguitte Laurent	2008-09-16	Fr	true
20043	Claire Delfosse, 2007, <em>La France fromagère </em><em>(1850-1990)</em>, Paris, Editions la Boutique de l'Histoire, coll. « Mondes ruraux contemporains », 270 p.				Chamussy Henri	2008-09-16	fr	false
20143	Une catastrophe dans son contexte : l’ouragan Nargis dans la Baie du Bengale (avril-mai 2008)				Durand-Dastès François	2008-09-22	fr	false
20763	Iratapuru et la noix du Brésil : une expérience de durabilité en Amazonie brésilienne	Iratapuru and the Brasil nut: a sustainable experience?	Brazilian Amazon,sustainable development,extractivism,Brazil nut,traditional communities	Amazonie,développement durable,extractivisme,noix du Brésil,populations traditionnelles	Greissing Anna,Kohler Florent,Tourneau François-Michel Le,Picanço José Reinaldo Alves	2008-11-17	fr	true
20343	Éléments de prospective environnementale dans une réserve de biosphère	A foresight approach dedicated to a biosphere reserve	Biosphere,interaction,model,reserve,scenario,simulation model	interaction,modélisation,prospective,réserve de biosphère,scénario	Gourmelon Françoise,Etienne Michel,Rouan Mathias,Kerbiriou Christian,Charles Marie,Bioret Frédéric,Chlous-Ducharme Frédérique,Guermeur Yvon,Levrel Harold	2008-09-25	fr	true
20383	Le bon sens tout près de chez soi : les projets de programme de géographie pour l’enseignement primaire				Roumégous Micheline,Clerc Pascal	2008-10-03	fr	false
20883	Statistique, géographie et savoirs sur l’espace en Allemagne (1780-1820)	Statistics, geography and space knowledge in Germany (1780-1820)	statistics,geography,Germany,state territory,political borders	statistique,géographie,Allemagne,territoire,frontières	Garner Guillaume	2008-11-28	Fr	true
21123	The Canadian Geospatial Data Infrastructure and health mapping 		health,mapping,usability,CGDI,data sharing	santé,cartographie,utilisabilité,IDGC,partage de données	Gao Sheng,Mioc Darka,Yi Xiaolun,Anton François,Oldfield Eddie,Coleman David J.	2008-12-08	en	false
21333	Evaluation économique des politiques de transport et indicateurs d’accessibilité spatiale : l'apport des SIG	Economic Appraisal of transport policy and indicators of spatial accessibility: the contribution of GIS	economic appraisal,GIS-T,gravity model,land-use policy,spatial accessibility,Strasbourg,surplus theory,transport policy	accessibilité spatiale,évaluation économique,modèle gravitaire,politiques de transport,politiques urbaines,SIG-T,Strasbourg,surplus	Raux Charles,Mercier Aurélie,Ovtracht Nicolas	2008-12-11	fr	true
21883	Geoadvertainment et Geoethics				Pumain Denise	2009-01-14	en	false
21743	Inland barge services and container transport: the case of the ports of Le Havre and Marseille in the European context		container,Europe,inland navigation,intermodal transportation,port,network configuration	conteneur,Europe,transport fluvial,transport intermodal,Port,Réseau	Frémont Antoine,Franc Pierre,Slack Brian	2009-02-19	en	false
21733	Géoadvertainment et géoéthique				Pumain Denise	2009-01-14	fr	false
21987	Des développements durables. Quel référentiel pour les politiques de développement durable en Europe ?	Sustainable developments. Sustainable policies within the EU: looking for a framework	sustainable development,planning,regional policies,European Union,theoretical framework	développement durable,aménagement,politiques territoriales,Union Européenne,référentiel théorique	Mancebo François	2009-02-10	fr	true
21985	Pour un enseignement de la cosmographie en collège et lycée				Guermond Yves	2009-02-09	fr	false
21991	M. Thériault, F. Des Rosiers (dir), 2008, <em>Information géographique et dynamiques urbaines 1 - Analyse et simulation de la mobilité des personnes</em>, Volume du traité IGAT, Lavoisier, 292 p.				Néchet Florent Le,Louail Thomas	2009-02-11	fr	false
21995	Les images satellites Spot multi-dates et la métrique spatiale dans l’étude du changement urbain et suburbain – Le cas de la basse vallée de la Bruche (Bas-Rhin, France)	Twenty years of land use land cover changes using Spot images serie and spatial metric - The sub-urban Bruche valley (Bas Rhin France)	satellite imagery of Spot,landscape metric,landscape changes,valley of Bruche - Bas-Rhin,France	image satellite Spot,métrique paysagère,changements paysagers,vallée de la Bruche - Bas-Rhin,France	Skupinski Grzegorz,BinhTran Dong,Weber Christiane	2009-03-12	fr	true
22013	Changement climatique et évolution des tempêtes dans le Golfe du Lion : approche par intégration d’échelles spatio-temporelles	Climate Change and storminess in the Gulf of Lion: a spatio-temporal scale interaction approach	climate change,Gulf of Lion,spatio-temporal scale,storms	changement climatique,échelles spatio-temporelles,Golfe du Lion,tempêtes	Ullmann Albin	2009-03-18	fr	true
22022	La vulnérabilité territoriale : une nouvelle approche des risques en milieu urbain	Territorial vulnerability: a new approach of risks in urban areas	strategic elements of the territory,urban vulnerability,transmission of vulnerabilities,spatial vulnerability,territorial vulnerability,risks,mapping,Quito	enjeux majeurs du territoire,transmission de vulnérabilités,vulnérabilité spatiale,vulnérabilité urbaine	D’Ercole Robert,Metzger Pascale	2009-03-31	fr	true
22043	Les géographes et la pensée coloniale française : l’Indochine à travers les thèses de Charles Robequain et Pierre Gourou	French Geographers and Colonial Thought: Indochina as described in Charles Robequain and Pierre Gourou theses	Annamite,cartography,colonialism,colonisation,context,culture,discourse,ideology,Indochina,knowledge,Vietnam	Annamite,cartographie,colonialisme,colonisation,contexte,culture,discours,idéologie,Indochine,production du savoir,Vietnam	Bréelle Dany	2009-03-19	fr	true
22057	Rôle de la mare dans la gestion des systèmes pastoraux sahéliens du Ferlo (Sénégal)	Role of the natural pounds in the management of the Sahelian pastoral systems of Ferlo (Senegal).	Ferlo,natural pounds,Sahel,Senegal	Ferlo,mares,Sahel,Sénégal	Sy Oumar	2009-03-17	fr	true
22090	Évolution des pratiques de mobilité dans la vieillesse : un suivi longitudinal auprès d’un groupe de banlieusards âgés	Changes in daily mobility uses in old age: a longitudinal follow-up of a group of elderly suburbanites	aging,daily mobility,residential mobility,spatial analysis,suburbs	analyse spatiale,banlieue,mobilité quotidienne,mobilité résidentielle,vieillissement	Lord Sébastien,Joerin Florent,Thériault Marius	2009-03-23	fr	true
22065	Paradoxes conceptuels du développement durable et nouvelles initiatives de coopération Nord-Sud : le Mécanisme pour un Développement Propre (MDP)	Conceptual paradoxes of sustainable development and new initiatives of North-South co-operation: the Clean Development Mechanism (CDM)	CDM,climate change,contradictions,environment,greenhouse gases,Kyoto protocol,North-South co-operation,paradoxes,sustainable development	changement climatique,contradictions,coopération Nord-Sud,développement durable,environnement,gaz à effet de serre,MDP,paradoxes,protocole de Kyoto	Demaze Moïse Tsayem	2009-03-20	fr	true
22101	De l’intérêt d’une étude sur la vulnérabilité des réseaux routiers et de transport pour la compréhension des vulnérabilités territoriales – Le cas du District Métropolitain de Quito (Équateur)	Relevancy of road and transportation network vulnerability analysis to assess territorial vulnerability – The case of the Metropolitan District of Quito (Ecuador)	daily mobility,public transportation,network,critical infrastructures,vulnerability,accessibility,risk,Quito	mobilité quotidienne,transport public,réseau,enjeux,vulnérabilité urbaine,accessibilité,risques,Quito	Demoraes Florent	2009-03-31	fr	true
22123	La &quot;Stadtschrumpfung&quot; ou &quot;rétrécissement urbain&quot; en Allemagne : un champ de recherche émergent	Shrinking Cities in Germany: an emerging research field and a new paradigm for analyzing the evolution of cities?	Eastern Germany,urban decline,urban dynamics,urban policy,shrinking cities	Est de l’Allemagne,déclin urbain,dynamique urbaine,politique urbaine	Florentin Daniel,Fol Sylvie,Roth Hélène	2009-03-26	fr	true
22151	Vulnérabilités urbaines dans les pays du Sud. Présentation du dossier		Africa,Bolivia,city,Ecuador,heritage,Peru,risk,strategic elements,territory,urban vulnerability	Afrique,Bolivie,enjeu,Equateur,patrimoine,Pérou,risque,territoire,ville,vulnérabilité urbaine	D’Ercole Robert,Gluski Pauline,Hardy Sébastien,Sierra Alexis	2009-04-06	fr	false
22143	Reclus E., <em>Storia di una montagna</em>, 2008, Verbania, Tararà Edizioni, 2008, 176 p., préface de Mercedes Bresso.				Ferretti Federico	2009-04-01	fr	false
22149	Lamarre D. (dir.), 2008, <em>Climat et risques, changements d’approches</em>, Paris, Lavoisier, 170 p.				Peyrusaubes Daniel	2009-04-02		false
22145	Thureau-Dangin Philippe, Chaumeau Christine, Gauthe Thierry, 2008, <em>L’Atlas des atlas. Le Monde vu d’ailleurs en 200 cartes</em>, Paris, Arthaud, Courrier International.				Laporte Antoine	2009-04-01	fr	false
22147	Salomon Cavin Joëlle, 2005, <em>La ville mal-aimée. Représentations anti-urbaines et aménagement du territoire en Suisse : analyse, comparaisons, évolution</em>, Lausanne, Editions Presses polytechniques et universitaires romandes.				Carrupt Roland	2009-04-02		false
22165	Les espaces du vote en Europe. La participation aux élections du Parlement européen de 2004	Voting Spaces in Europe. Studying Voter Turnout for the 2004 European Parliament Elections	European election,electoral map,multiscalar analysis,regional typology,European enlargement,NUTS3	élection européenne,carte électorale,analyse multiscalaire,typologie régionale,Europe élargie,NUTS3	Boulineau Emmanuelle,Merchez Luc,Roth Hélène,Delage Aurélie	2009-04-07	fr	true
22419	Apports de la télédétection satellitaire à l'étude de l'environnement de sites archéologiques en milieu tempéré, le cas de la vallée de l'Aisne	Use of remote sensing for the study of archeological sites' environment in moderate climate: the Aisne valley	remote sensing	télédétection	Chartier Michèle,Servain Sylvie	2000-04-25	fr	true
22420	Introduction au concept d’acte cybercartographique : genèse d’un atlas cybercartographique	Introducting the Concept of a Cybercartographic Act: The Creation of a Cybercartographic Atlas	antarctic,atlas,cybercartography,Internet,photography	antarctique,atlas,cybercartographie,Internet,photographie	Caquard Sébastien,Pulsifer Peter,Fiset Jean-Pierre,Taylor D. R. Fraser	2007-07-19	fr	true
22275	Contrefaire l’art ou contrefaire la nature : l’analogie artistique pour la restauration écologique		restoration ecology,art,environmental aesthetics	restauration écologique,art,esthétique environnementale	Light Andrew	2009-12-14	en	false
22845	Inhabiting the Digital Planet				Pumain Denise	2009-12-06	en	false
22192	Incorporer l’espace dans la modélisation du choix de destination : le cas de 4 villes flamandes.	Incorporating space in destination choice models: the case of 4 Flemish cities	Belgium,nested logit,shopping,spatial behaviour,urban	Belgique,commerce,comportement spatial,logit emboîté,urbain	Thomas Isabelle,Verhetsel Ann,Witlox Frank	2009-04-30	fr	true
22221	Processus de décision et Espace d’activités/déplacements. Une approche articulant routine cognitive et adaptation événementielle	Decision process and Activity space. An approach linking cognitive routine and occurrence adaptation	activity space,cognitive routine,decision,mobility behaviour,occurrence	comportement de mobilité,décision,espace-temps quotidien,événement,routine cognitive	Enaux Christophe	2009-04-30	fr	true
22200	La loi de Zipf dans la science régionale : entre anciennes controverses et nouvelles perspectives 	Zipf’s law in regional science: old controversies and new developments	Zipf law,rank-size distributions,urban growth,urban hierarchies	loi de Zipf,modèles rang-taille,croissance urbaine,hiérarchies urbaines	Schaffar Alexandra	2009-04-27	Fr	true
22214	Popularising geography in France’s second city: The rôle of the <em>Société de Géographie de Lyon</em>, 1873-1968		colonization,geographical knowledge,history of geography,Lyon	colonisation,histoire de géographie,Lyon,savoir géographique	Clout Hugh	2009-04-27	en	false
22229	Vulnérabilités et patrimonialisations dans les villes africaines : de la préservation à la marginalisation	Vulnerabilities and heritage in African cities: from preservation to marginalization	urban vulnerability,heritage,Africa,urban dynamics,resilience	vulnérabilité urbaine,patrimoine,Afrique,dynamiques urbaines,résilience	Ouallet Anne	2009-05-14	fr	true
22232	Espaces à risque et marges : méthodes d’approche des vulnérabilités urbaines à Lima et Quito		accident,geopolitical studies,development stake,epistemology,Lima,deprived area,Quito,risk,stigma,urban vulnerability,territorialisation	accidents,analyse géopolitique,enjeux de développement,épistémologie,Lima,marge,Quito,risque,stigmates,vulnérabilité urbaine,territorialiation	Sierra Alexis	2009-05-14	fr	false
22339	Martin de La Soudière, <em>Lignes secondaires</em>, Créaphis, 2008, 125 p.				Rauch André	2009-05-20	fr	false
22260	Fiscalité et territoire en France : l’Impôt sur le Revenu des Personnes Physiques (IRPP)	Taxation and territory in France: the Income tax (IRPP)	tax,income,wage,pension,territory,urbanization,cartography,13/05/2009	impôt,revenu,salaire,retraite,territoire,urbanisation,cartographie	Waniez Philippe	2009-05-13	fr	true
22270	La vulnérabilité de l’approvisionnement en eau dans l’agglomération pacénienne : le cas du sous-système El Alto	The vulnerability of water provision in the agglomeration of La Paz: the case of the El Alto sub-system	Bolivia,city,drinking water,La Paz,urban vulnerability	Bolivie,eau potable,La Paz,ville,vulnérabilité urbaine	Hardy Sébastien	2009-05-20	fr	true
22397	L’intérêt géographique de la logique de S. Lupasco et de la théorie de la néoténie : proposition d’un crible transdisciplinaire pour l’étude de la résilience des géosystèmes urbains	A transdisciplinary screening frame for studying the resilience of urban geosystems: Lupasco’s contradictory antagonistic logic and Bolk’s neoteny theory as geographical tools	contradictory antagonism,cybernetics,dissipative structure,enaction,mediance,neoteny,resilience,self-organisation,system	antagonisme contradictoire,auto-organisation,cybernétique,énaction,médiance,néoténie,résilience,structure dissipative,système	Reymond Henri	2009-04-30	fr	true
22354	Le Schéma de développement de l’espace communautaire (SDEC) : application défaillante ou élaboration problématique ?	The European Spatial Development Perspective (ESDP):a failing application or a problematic elaboration process?	European Spatial Development Perspective (ESDP),spatial planning,spatial development,Europe,European Spatial Planning Observatory Network (ESPON),application	aménagement du territoire,Europe,schéma de développement de l’espace communautaire (SDEC),application,concertation,observatoire en réseau de l’aménagement du territoire européen (ORATE)	Santamaria Frédéric	2009-05-20	fr	true
22366	Le rôle de la distance dans l’organisation des pratiques et des paysages agricoles : l’exemple du fonctionnement des exploitations laitières dans l’arc atlantique	Impact of distance on agricultural practices and landscapes organization: case study of dairy farm functioning in Western Europe	dairy system,distance,farm,Galicia,GIS,landscape,Normandy,South England,spatial analysis,spatial organization,territorial organization model	analyse spatiale,distance,exploitation agricole,Galice,modèle d’organisation territoriale,Normandie,organisation de l’espace,paysage,SIG,sud de l'Angleterre,système laitier	Marie Maxime,Bensaid Abdelkrim,Delahaye Daniel	2009-05-27	fr	true
22388	regions		cellular automata,region,regional inequalities,regional policy	automates cellulaires,disparités régionales,politique régionale européenne,région	Elissalde Bernard,Langlois Patrice,Goyat Dominique	2009-06-02	en	false
22466	Pour une approche géographique des jeux de plateau	For a geographical approach to board-games	boardgames,inner logic,play space,space,representation	jeux de plateau,logique interne,espace ludique,espace,représentation	Borzakian Manouk	2009-06-29	fr	true
22474	La industria audiovisual en andalucía y españa ante el surgimiento de nuevos clusters	The audiovisual industry in Andalusia and Spain facing the emergence of new clusters	enterprise policy,growth,market,regional economy,spatial distribution	croissance,distribution spatiale,économie régionale,marché,politique d'entreprise	Vallejo Peña Francisco Alberto	2009-06-29	es	true
22529	Évolution des paysages de la plaine de Macédoine centrale : entre géographie historique et approche paléoenvironnementale	Landscape evolution of the Central Macedonia Plain (Greece) : combining the historical geography and the palaeoenvironmental approach	geoarchaeology,historical geography,Greece,Thessaloniki Plain,borehole	géoarchéologie,géographie historique,Grèce,plaine de Thessalonique,sondage	Ghilardi Matthieu,Fouache Éric,Syrides George,Styllas Mike,Stiros Stathis,Kozlakidis Zisis	2009-07-02	fr	true
22492	JournalBase - Une étude comparative internationale des bases de données des revues scientifiques en sciences humaines et sociales (SHS)	JournalBase - A Comparative International Study of Scientific Journal Databases in the Social Sciences and the Humanities (SSH)	AERES,bibliometry,ERIH,humanities,scientific journals,Scopus,social sciences,WOS	AERES,bibliométrie,ERIH,revues scientifiques,sciences humaines,sciences sociales,Scopus,WOS	Dassa Michèle,Kosmopoulos Christine	2009-06-25	fr	true
25379	Elsheshtawy Y., 2010, Dubai: Behind an Urban Spectacle, London, Routledge, 294 p.	El			Montagne Clémence	2012-07-05	fr	true
22506	<em>« Lucy in the sky »</em>… ou penser l’espace en millions d’années	“Lucy in the sky”… thinking the space in million year terms	determinism,East Side Story,evolution	déterminisme,East Side Story,évolution des espèces	Rasse Michel	2009-06-29	fr	true
22543	Les élections européennes de 2009 en France. Existe-t-il un vote des « grandes régions » ?	The results of the european elections in France (2009)			Colange Céline,Bussi Michel,Gosset Jean-Paul	2009-07-02	fr	true
22544	Traduire Reclus. L’Italie écrite par Attilio Brunialti	Translating Reclus: Italy as written by Attilio Brunialti	Brunialti,Italy,nationalism,Reclus,universal geography	Brunialti,géographie universelle,Italie,nationalisme,Reclus	Ferretti Federico	2009-07-10	fr	true
