"id","SCHID","title","title_en","keywords_en","keywords_fr","authors","date","langue","translated","DatePublication","Rubrique","Auteur","TypeDocument","Disponibilite","VisuTot","Visu07","Visu08","Visu09","Visu10","Visu11","Visu12","Visu13","Visu14","citedby","citing"
15463,"5945312312975201648","Citation, Citation, Citation : Bibliometrics, the web and the Social Sciences and Humanities","",";research assessment;Scopus;bibliometrics;social sciences and humanities;publication scientifique;scientific publication;évaluation scientifique;web;bibliométrie;Web of Science;internet;sciences humaines et sociales;Google Schola","bibliométrie,publication scientifique,évaluation scientifique,internet,Scopus,Google Scholar,Web of Science,sciences humaines et sociales",";Denise , Pumain;Christine , Kosmopoulos","2007-12-17","en","false","17-12-2007","Transversalités Science et Toile 2000-2010","Christine KosmopoulosDenise Pumain","Article","Texte intégral",9840,296,2087,1376,1047,872,685,1350,2127,10,6
3230,"","La frontière roumano-ukrainienne et le poids réel de la question des minorités","The romanian-ukrainian frontier and the real importance of the question of the minorities",";minorités;frontier;identity;territory;Roumanie;géopolitique;territoire;Ukraine;Romania;minorities;identité;geopolitics;frontièr","frontière,géopolitique,identité,minorités,Roumanie,territoire,Ukraine",";Frédéric , Beaumont","2005-02-23","","true","23-02-2005","Rubriques Espace, Société, Territoire 2005","Frédéric Beaumont","Article","Texte intégral",11606,785,1912,1692,981,888,1088,986,3274,NA,NA
832,"5268648600302699429","Gourdon J.-L., 2001, La rue – Essai sur l'économie de la forme urbaine, La Tour d'Aigues, éditions de l'Aube, 285 p.","","","",";Antoine , Fleury","2005-05-26","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3617,"","Modélisation du changement d’échelles en télédétection par une méthode neuronale : application a l’étude de l’évolution de l’occupation hivernale des sols en Bretagne","A neural network method to model spatial and temporal changes in remote sensing: a case study on the winter land cover in Brittany",";changement d’échelles;couverture hivernale des sols;spatial and temporal changes;winter land cover;réseaux neuronaux;artificial neural network;télédétection;remote sensin","changement d’échelles,couverture hivernale des sols,réseaux neuronaux,télédétection",";Grégoire , Mercier;Thomas , Houet;Laurence , Hubert-Moy","2004-05-10","fr","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,"12998870971360623481","Dodge M., Kitchin R., 2001, Mapping Cyberspace, London, Routledge, 260 p.","","","",";Denise , Pumain","2002-02-26","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
8462,"35735584877155878","Detecting Clusters in Spatially Repetitive Point Event Data Sets","",";analyse Geo-ProZone;spatial clustering;normalisation robuste;événement ponctuel;robust normalisation;point event data;spatial repetition;analyse spatiale de proximité;répétition spatiale;Geo-ProZone analysi","analyse Geo-ProZone,analyse spatiale de proximité,événement ponctuel,normalisation robuste,répétition spatiale",";Allan , Brimicombe","2007-07-11","en","false","11-07-2007","Transversalités Dossiers 2007-2006 Sélection des meilleurs articles de SAGEO 2005","Allan Brimicombe","Article","Texte intégral",1409,105,215,273,393,189,79,92,63,2,0
609,"","Cybergeo et l'interactivité","","","",";Denise , Pumain","1999-02-12","fr","false","12-02-1999","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",462,42,134,100,29,35,28,46,48,NA,NA
743,"","Wacquant L., 2006, Parias urbains. Ghetto – Banlieues – Etat, Paris, La Découverte, 332 p.","","","",";Marianne , Blidon","2006-09-26","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26896,"","Débarre S. (dir), 2014, Géographies entre France et Allemagne - Acteurs, notions et pratiques (fin XIXe siècle - milieu XXe siècle), Revue Germanique Internationale, No.20, 212 p.","","","",";Federico , Ferretti","2015-03-18","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5394,"","Thèses de géographie soutenues en France de 1872 à 1972","PHD in Geography : France from 1872 till 1972",";thèses;France;geography;histoire de la géographie;Phd;history of geography;géographi","France,géographie,histoire de la géographie,thèses",";Bernadette , Joseph;Anne-Marie , Briend","1997-03-21","fr","true","21-03-1997","Rubriques Epistémologie, Histoire de la Géographie, Didactique 1997","Anne-Marie BriendBernadette Joseph","Article","Texte intégral",7629,855,2005,1685,1148,870,447,347,272,NA,NA
23707,"7462461922053662296","Les nouvelles frontières de l’Asie centrale : États, nations et régions en recomposition","New borders in Central Asia: the restructuring of states, nations and regions",";enclavement;Kyrgyzstan;réseaux;Ferghana.;Ouzbékistan;Ferghana;Tajikistan;Turkmenistan;indépendance;frontières;mobility;borders;networks;Turkménistan;transformation post-soviétique;transition territoriale;territorial transition;Uzbekistan;Kirghizstan;border formation;post-Soviet transition;mobilités;Tadjikistan;land-lockness;independence;Kazakhstan;horogénès","",";Julien , Thorez","2011-05-25","fr","true","25-05-2011","Rubriques Politique, Culture, Représentations 2011","Julien Thorez","Article","Texte intégral",8669,0,0,0,0,1137,3011,2379,2142,1,33
4233,"14966613736473251829","Validation of the CORINE land cover database in a pilot zone under semi-arid conditions in La Mancha (Spain)","",";CORINE land cover;land cover;environmental planning instruments;instruments de planification de l’environnement;validation;occupation du sol;GIS;SI","CORINE land cover,instruments de planification de l’environnement,occupation du sol,SIG,validation",";Artigao , Ramírez;Cabañero , Soria;Martín de Santa Olalla , Mañas","2003-02-07","en","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
5374,"7408130318270327269","Les comportements spatiaux des entreprises en 2004. Les délocalisations entre mythes et réalités","",";comportement spatial;entrepris","comportement spatial,entreprise",";Jean , Bouinot","2005-03-29","fr","false","29-03-2005","Vie Scientifique Débats Des évolutions dans les comportements spatiaux des entreprises","Jean Bouinot","Article","Texte intégral",1460,160,433,240,191,85,173,114,64,0,0
22090,"18028858323441865951","Évolution des pratiques de mobilité dans la vieillesse : un suivi longitudinal auprès d’un groupe de banlieusards âgés","Changes in daily mobility uses in old age: a longitudinal follow-up of a group of elderly suburbanites",";spatial analysis;suburbs;banlieue;vieillissement;mobilité quotidienne;analyse spatiale;daily mobility;residential mobility;mobilité résidentielle;agin","analyse spatiale,banlieue,mobilité quotidienne,mobilité résidentielle,vieillissement",";Florent , Joerin;Marius , Thériault;Sébastien , Lord","2009-03-23","fr","true","23-03-2009","Rubriques Systèmes, Modélisation, Géostatistiques 2009","Sébastien LordFlorent JoerinMarius Thériault","Article","Texte intégral",3887,0,0,800,690,601,727,543,526,12,32
23051,"","Bataillon C., 2009, Géographes Génération 1930 (à propos de Roger Brunet, Paul Claval, Olivier Dollfus, François Durand-Dastès, Armand Frémont et Fernand Verger). Rennes, PUR, Collection Espace et Territoires, 226 p.","","","",";Denise , Pumain","2010-04-22","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2389,"2896584018642031788","Comparaison de deux approches de modélisation des dynamiques spatiales par simulation multi-agents : les approches spatiale et acteurs","Comparing two ways of modelising spatial dynamics through multi-agents simulation : spatial and actor approaches",";Systèmes Multi-Agents (SMA);dynamic model;diffusion;spatial system;système spatial;multi-agent system;modèle dynamiqu","diffusion,modèle dynamique,système spatial,Systèmes Multi-Agents (SMA)",";F. , Bousquet;Denis , Gautier","1999-04-13","fr","true","13-04-1999","Rubriques Systèmes, Modélisation, Géostatistiques 1999","F. BousquetDenis Gautier","Article","Texte intégral",5548,267,709,729,882,697,775,784,705,35,1
22506,"3318192962985687861","« Lucy in the sky »… ou penser l’espace en millions d’années","“Lucy in the sky”… thinking the space in million year terms",";déterminisme;determinism;évolution des espèces;East Side Story;evolutio","déterminisme,East Side Story,évolution des espèces",";Michel , Rasse","2009-06-29","fr","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12
13863,"8027845339591312742","Métropolisation et recomposition territoriale du Nord-Est tunisien","Metropolisation and territory recomposition of the North-East of Tunisia",";North East of Tunisia;Nord-Est tunisien;métropolité émergente;espace compétitif;territory recomposition;recomposition territoriale;zone de solidarité métropolitaine;Tunis;zone of metropolitan solidarity;emerging metropolity;competitive spac","espace compétitif,métropolité émergente,Nord-Est tunisien,recomposition territoriale,Tunis,zone de solidarité métropolitaine",";Habib , Dlala","2007-12-03","fr","true","03-12-2007","Rubriques Environnement, Nature, Paysage 2007","Habib Dlala","Article","Texte intégral",67396,265,9964,9859,8406,9655,10969,8707,9571,14,3
4219,"585118766076369621","Un modèle gravitaire géoéconomique des échanges commerciaux entre les pays de l’U.E., les PECO et les PTM","A geo-economic gravity model of trade for European Union, Central Europe and Mediterranean countries",";mediterranean countries;Union Européenne;modélisation gravitaire;Central or Oriental European Countries;European Union;PECO;exploratory data analysis (EDA);analyse exploratoire des données (EDA);PTM;échanges commerciaux internationaux;gravity model;international trad","analyse exploratoire des données (EDA),échanges commerciaux internationaux,modélisation gravitaire,PECO,PTM,Union Européenne",";Didier , Josselin;Bernadette , Nicot","2003-03-12","fr","true","12-03-2003","Rubriques Systèmes, Modélisation, Géostatistiques 2003","Didier JosselinBernadette Nicot","Article","Texte intégral",13286,872,2420,2355,1654,1250,1813,1549,1373,7,14
25805,"5020541489333134258","Adaptation urbaine post-catastrophe : la recomposition territoriale de La Nouvelle Orléans","Post-disaster urban adaptation: New Orleans’ settlement adjustments",";villes en déclin;urban sprawl;étalement urbain;shrinking cities;natural hazards;risque naturel;adaptatio","risque naturel,adaptation,villes en déclin,étalement urbain",";Jean-Marc , Zaninetti","2013-03-26","fr","true","26-03-2013","Rubriques Espace, Société, Territoire 2013","Jean-Marc Zaninetti","Article","Texte intégral",4674,0,0,0,0,0,0,2510,2164,1,15
19843,"2493406564158336043","Cattan N. (dir.), 2007, Cities and networks in Europe, A critical approach of polycentrism, Montrouge, John Libbey, 207 p.","","","",";Gabriel , Dupuy","2008-09-09","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
5497,"12993650111889667557","Hypertexte et géographie","",";hypertexte;analyze;lecture;spatial knowledge;automatism;automatisme;interactivity;analys","analyse,automatisme,lecture,hypertexte",";Hervé , Gazel","1997-06-26","fr","false","26-06-1997","Rubriques Epistémologie, Histoire de la Géographie, Didactique 1997","Hervé Gazel","Article","Texte intégral",1045,44,185,287,163,186,55,69,56,2,0
2407,"6103178416482945666","Pour une théorie de la relativité géographique(Vers une généralisation du modèle gravitaire)","Generalising the gravity model : towards a theory of geographical Relativity",";espace-temps;théorie de la relativité;espace non-euclidien;non-euclidean space;courbure;curvature;General Relativity theory;espaces riemanniens;gravity model;space-time;modèle gravitaire;riemannian space","courbure,espace non-euclidien,espace-temps,espaces riemanniens,modèle gravitaire,théorie de la relativité",";Daniel , Parrochia","2006-05-23","fr","true","23-05-2006","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2006","Daniel Parrochia","Article","Texte intégral",5353,143,476,547,698,579,508,993,1409,0,5
27035,"","A comparison of two methods for classifying trajectories: a case study on neighbourhood poverty at the intra-metropolitan level in Montreal","",";k-means;Montreal;neighborhood change;modélisation de variable latente de croissance;poverty;Montréal;pauvreté;classification;trajectories;latent class growth modelling;trajectoires;clusterin","modélisation de variable latente de croissance,k-means,classification,pauvreté,trajectoires,Montréal",";Philippe , Apparicio;Anne-Marie , Séguin;Mylène , Riva","2015-06-04","en","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18682,"","Reclus R, 2007, Les Etats-Unis et la guerre de Sécession, Articles publiés dans la Revue des Deux Mondes, édité par Soizic Alavoine-Muller, Paris, CTHS, 330 p.","",";France;histoire de la géographi","France,histoire de la géographie",";Marielle , Wastable","2008-05-27","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22200,"16501420394885114477","La loi de Zipf dans la science régionale : entre anciennes controverses et nouvelles perspectives ","Zipf’s law in regional science: old controversies and new developments",";urban growth;urban hierarchies;modèles rang-taille;hiérarchies urbaines;loi de Zipf;rank-size distributions;Zipf law;croissance urbain","loi de Zipf,modèles rang-taille,croissance urbaine,hiérarchies urbaines",";Alexandra , Schaffar","2009-04-27","Fr","true","27-04-2009","Rubriques Systèmes, Modélisation, Géostatistiques 2009","Alexandra Schaffar","Article","Texte intégral",3534,0,0,809,698,513,420,566,528,15,0
23513,"8120473073398958971","Le cluster innovant : conceptualisation et application territoriale","Innovative cluster: conceptualization and spatial implementation",";networks;proximity;Innovative cluster;développement économique et territorial;public policy;réseaux;cluster innovant;proximité;politique publique;economic and spatial developmen","cluster innovant,proximité,réseaux,politique publique,développement économique et territorial",";Bruno , Lusso;Divya , Leducq","2011-03-07","fr","true","07-03-2011","Rubriques Espace, Société, Territoire 2011","Divya LeducqBruno Lusso","Article","Texte intégral",11929,0,0,0,0,1857,3573,3502,2997,7,50
26504,"","Nuestros asociados científicos","","","","","2014-10-30","es","false","30-10-2014","La Revue","","Informations pratiques","Texte intégral",27,0,0,0,0,0,0,0,27,NA,NA
830,"15637015246398431303","Di Méo G. (dir.), 2001, La géographie en fêtes, Paris, OPHRYS, 270 p.","","","",";Christophe , Queva","2003-05-26","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
23303,"7165731766834859295","Deboudt Ph. (dir.), 2010, Inégalités écologiques, territoires littoraux et développement durable, Villeneuve d’Ascq, Presses universitaires du Septentrion, 409 p.","","","",";Servane , Gueben-Venière","2010-09-30","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
5480,"","Les leçons d'un non multiscalaire","",";referendum;Europ","Europe,referendum",";Bernard , Elissalde","2005-06-02","fr","false","02-06-2005","Vie Scientifique Débats Europe : le traité constitutionnel","Bernard Elissalde","Article","Texte intégral",603,35,120,169,74,43,53,74,35,NA,NA
22043,"17750080139229482016","Les géographes et la pensée coloniale française : l’Indochine à travers les thèses de Charles Robequain et Pierre Gourou","French Geographers and Colonial Thought: Indochina as described in Charles Robequain and Pierre Gourou theses",";knowledge;colonialism;cartography;cartographie;production du savoir;contexte;Vietnam;colonialisme;Indochine;ideology;Annamite;context;Indochina;discours;idéologie;culture;discourse;colonisatio","Annamite,cartographie,colonialisme,colonisation,contexte,culture,discours,idéologie,Indochine,production du savoir,Vietnam",";Dany , Bréelle","2009-03-19","fr","true","19-03-2009","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2009","Dany Bréelle","Article","Texte intégral",6386,0,0,1540,891,862,1343,1045,705,1,27
1977,"9701447044864039752","Marketing urbain et projet de ville : parole et représentations géographiques des acteurs","Urban marketing and city project : Actors' speeches and geographical representations","","",";Muriel , Rosemberg-Lasorne","1997-10-23","fr","true","23-10-1997","Rubriques Aménagement, Urbanisme 1997","Muriel Rosemberg-Lasorne","Article","Texte intégral",5969,278,655,870,871,790,824,892,789,9,0
2963,"2709446524504735906","La Via Egnatia à Vélo","","","",";Bruno , Koper","2005-03-14","fr","false","14-03-2005","Vie Scientifique E-Topiques","Bruno Koper","Article","Texte intégral",1844,74,287,376,225,358,141,153,230,0,0
26057,"","Gorman-Murray A., Pini B., Bryant L. (eds.), 2013, Sexuality, rurality, and geography","Gorman-Murray A., Pini B., Bryant L. (eds.), 2013,","","",";Marianne , Blidon","2013-09-24","fr","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26205,"13464374280863961836","Clerval A., 2013, Paris sans le peuple – La gentrification de la capitale, Paris, La Découverte, 254 p.","","","",";Thérèse , Saint-Julien","2014-02-10","fr","false","10-02-2014","Vie Scientifique Revue de livres 2014","Thérèse Saint-Julien","Compte-rendu","Texte intégral",1025,0,0,0,0,0,0,0,1025,0,0
3669,"13966890450434906878","Polycentrisme urbain : une réalité spatialement mesurable ?","Urban polycentrism : a measurable spatial reality ?",";emploi;edge-cities;polycentrisme;employment;autocorrélation;polycentrism;kernel interpolation;interpolation par noyaux;Belgium;autocorrelation;Belgique;shift and shar","autocorrélation,Belgique,emploi,interpolation par noyaux,polycentrisme",";Marc , Servais;Haike , Van Dyck;Ann , Verhetsel;Isabelle , Thomas","2004-04-07","fr","true","07-04-2004","Rubriques Espace, Société, Territoire 2004","Marc ServaisIsabelle ThomasHaike Van DyckAnn Verhetsel","Article","Texte intégral",6303,412,1171,993,862,802,744,628,691,9,19
5284,"3978071150414117070","Les géographes ont-ils quelque chose de spécifique à dire sur l'exclusion ?","",";Festival international de géographie;exclusio","Festival international de géographie,exclusion",";Yves , Guermond","1996-04-25","Fr","false","25-04-1996","Rubriques Espace, Société, Territoire 1996","Yves Guermond","Article","Texte intégral",835,80,191,221,152,72,36,49,34,0,0
608,"","L'audience","","","",";Denise , Pumain","1999-05-12","fr","false","12-05-1999","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",399,20,108,89,44,43,30,40,25,NA,NA
5564,"","Hidden Riches","","","",";Denise , Pumain","2007-03-27","en","false","27-03-2007","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",440,26,122,88,29,45,39,57,34,NA,NA
26542,"6980804343210013848","La montée des îles Aran dans la bibliothèque mondiale, une glocalisation littéraire","The glocal rise of Aran islands in the World Library",";littératie;literacy;bibliothèque mondiale;glocalization;world library;decolonization;Aran;décolonisation;glocalisatio","glocalisation,Aran,bibliothèque mondiale,décolonisation,littératie",";Frédéric , Barbe","2014-11-08","fr","true","08-11-2014","Rubriques Politique, Culture, Représentations 2014","Frédéric Barbe","Article","Texte intégral",382,0,0,0,0,0,0,0,382,0,12
4488,"9293927088515098369","Contribution à l'étude du climat urbain de l'agglomération nantaise","A large urban area's urban climate study : Nantes",";télédétection;remote sensin","télédétection",";Marc , Robin","2000-05-05","fr","true","05-05-2000","Transversalités Dossiers 1996 Actes des Journées de Télédétection en Sciences humaines","Marc Robin","Article","Texte intégral",3139,199,626,660,562,300,232,257,303,0,1
5220,"4157190210681869695","Formalisation mathématique des notions géographiques de base : de l'espace - temps matière au géosystème","Mathematical formalization of basic geographical notions. From the time-space-matter to the geosystem",";espace;modèle mathématique;distance;formalisation;objet géographique;géosystème;temps;matièr","distance,espace,formalisation,géosystème,matière,modèle mathématique,objet géographique,temps",";Patrice , Langlois","1999-06-16","fr","true","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Patrice Langlois","Article","Résumé",1679,110,360,362,208,191,158,165,125,0,0
3184,"3541407695133336671","Jeux d'échelles, territoires de recherche Exemples africains et malgaches","The interplay of scales and fields of research Examples from Africa and Madagascar",";acteur;scale;territory;Ivory Coast;commune rurale;actor;rural commune;terroir;territoire;local;décentralisation;échelle;decentralization;Madagascar;Côte d'Ivoir","acteur,commune rurale,Côte d'Ivoire,décentralisation,échelle,local,Madagascar,territoire,terroir",";Chantal , Blanc-Pamard","2005-02-02","fr","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10
22747,"11502791774186187980","La lutte des places à Chamonix : Quand la mort devient enjeu spatial","Fighting over places: the space of the dead in Chamonix",";identity;cimetière;espace des morts;monde des vivants;location;Chamonix;cemetery;space of the dead;identité;place;world of the living;emplacemen","Chamonix,cimetière,emplacement,espace des morts,identité,monde des vivants,place",";Emmanuelle , Petit","2009-10-28","fr","true","28-10-2009","Rubriques Politique, Culture, Représentations 2009","Emmanuelle Petit","Article","Texte intégral",4612,0,0,351,1108,870,721,805,757,2,19
24747,"10305952464125075350","The symbolism of place: a geography of relationships between space, power and identity","",";identity;geography;Americas;symbol;symbolism;power;space;plac","",";Angéla , Verdier;Jérôme , Monnet","2011-10-30","en","false","30-10-2011","Rubriques Politique, Culture, Représentations 2011","Jérôme MonnetAngéla Verdier","Article","Texte intégral",8673,0,0,0,0,496,2635,2768,2774,3,13
5064,"","La logique Tout/Partie. Fondement scientifique d'un langage des géographies","Whole/Part logic bridge between the geographies",";geography;whole/part logic;tout/partie;axioms;axiome chorologique;epistemolog","tout/partie,axiome chorologique",";Georges , Nicolas","1999-06-16","fr","true","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Georges Nicolas","Article","Texte intégral",639,33,108,93,103,61,66,84,91,NA,NA
20453,"14152076874554192473","Eloge de la modestie","","","",";Denise , Pumain","2008-10-13","fr","false","13-10-2008","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",1376,0,622,323,120,74,67,71,99,0,0
26958,"14516422959031970866","Adaptar el modelo de la edición científica","","","",";Denise , Pumain","2015-05-06","es","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
840,"13491964661803164435","Pinchemel Philippe, Clergeot Pierre, 2001, La Terre écrite. Paris, Editions Publi-Topex, 69 p.","","","",";Denise , Pumain","2003-02-06","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
5532,"13801050957174211136","Effets spatiaux et effets réseau dans l’évaluation d’indicateurs sur les nœuds d’un réseau d’infrastructure","Making allowances for spatial and network effects when assessing indicators on infrastructure network nodes",";accessibilité;Delaunay triangulation;chemins;réseau;structure spatiale;indicators;spatial structure;network;graphe;centrality;triangulation de Delaunay;centralité intermédiaire;graph;path;indicateurs;accessibilit","accessibilité,centralité intermédiaire,chemins,graphe,indicateurs,réseau,structure spatiale,triangulation de Delaunay",";Jean-François , Gleyze","2007-04-15","fr","true","15-04-2007","Rubriques Systèmes, Modélisation, Géostatistiques 2007","Jean-François Gleyze","Article","Texte intégral",5896,691,786,801,768,681,620,691,858,4,11
7205,"","Marche forcée vers le marché","","","",";Denise , Pumain","2000-10-12","fr","false","12-10-2000","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",392,35,119,96,28,34,18,40,22,NA,NA
23183,"14546795381374140628","Performances des modélisations déterministes d’ozone à méso-échelle et à micro-échelle dans les Alpes-Maritimes","Performances of the ozone determinist modellings at mesoscale and at microscale in the Alpes-Maritimes",";validation;forecast;modelling;atmospheric pollution;meteorology;local scal","",";Nicolas , Martin","2010-06-17","fr","true","17-06-2010","Rubriques Systèmes, Modélisation, Géostatistiques 2010","Nicolas Martin","Article","Texte intégral",1512,0,0,0,579,367,258,157,151,1,9
22447,"","OSIRIS-Multirisques : une méthode et un outil d’aide à la décision pour les communes soumises aux risques majeurs","OSIRIS-Multirisques: a method and decision support tool for localities exposed to major hazards",";Local Emergency Plan;plan communal de sauvegarde;decision support;préparation de crise;multirisques;aide à la décision;multiple hazards;crisis preparatio","aide à la décision,multirisques,plan communal de sauvegarde,préparation de crise",";François , Hissel;Sylvain , Aunay;Gilles , Morel;Sabrina , Démotier","2009-07-02","fr","true","02-07-2009","Rubriques Cartographie, Imagerie, SIG 2009","Gilles MorelFrançois HisselSylvain AunaySabrina Démotier","Article","Texte intégral",7533,0,0,1341,1791,1263,905,983,1250,NA,NA
4532,"","L’eau à la rencontre des territoires","","","","","2004-10-15","fr","false","15-10-2004","Transversalités Dossiers 2005-2002 Séminaire de recherche du GDR Rés-Eau-Ville (CNRS 2524) ""L'eau à la rencontre des territoires"", Montpellier, France, 27-28 et 29 mai 2004","","Editorial","Texte intégral",1415,128,297,318,219,147,110,111,85,NA,NA
25242,"6062104595581281013","Guelton S., Navarre F., Rousseau M.-P., 2011, L’économie de l’aménagement. Une réflexion théorique au service des praticiens, Saint-Cloud, Éditions SOTECA, 252 p.","","","",";Gabriel , Dupuy","2012-03-28","fr","false","28-03-2012","Vie Scientifique Revue de livres 2012","Gabriel Dupuy","Compte-rendu","Texte intégral",455,0,0,0,0,0,313,111,31,0,0
23634,"735173153081046844","Consommation d’énergie et mobilité quotidienne selon la configuration des densités dans 34 villes européennes.","Urban spatial structure, daily mobility and energy consumption: a study of 34 European cities",";polycentrisme;morphologie urbaine;mobilité quotidienne;soutenabilité urbaine;polycentricism;daily mobility;structure spatiale;urban sustainability;urban structure;urban morpholog","mobilité quotidienne,morphologie urbaine,polycentrisme,soutenabilité urbaine,structure spatiale",";Florent , Le Néchet","2011-05-18","fr","true","18-05-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Florent Le Néchet","Article","Texte intégral",4950,0,0,0,0,1116,1317,1073,1444,7,29
22260,"5114348514309083494","Fiscalité et territoire en France : l’Impôt sur le Revenu des Personnes Physiques (IRPP)","Taxation and territory in France: the Income tax (IRPP)",";territory;cartography;cartographie;urbanisation;urbanization;revenu;retraite;wage;tax;impôt;territoire;income;salaire;pension;13/05/200","impôt,revenu,salaire,retraite,territoire,urbanisation,cartographie",";Philippe , Waniez","2009-05-13","fr","true","13-05-2009","Rubriques Espace, Société, Territoire 2009","Philippe Waniez","Article","Texte intégral",13567,0,0,2073,2093,1625,2609,2328,2839,0,0
3027,"","Potentialités de l’imagerie satellitaire Spot 5 pour la cartographie de la végétation terrestre","Mapping terrestrial vegetation applying the Spot 5 satellite imagery: application to Ouessant Island (France)",";Spot 5;photo-interprétation;cartographie;classification;photointerpretation;mapping;végétation;vegetatio","cartographie,classification,photo-interprétation,Spot 5,végétation",";Laure , Sauve;Frédéric , Bioret;Françoise , Gourmelon","2005-11-09","fr","true","09-11-2005","Rubriques Cartographie, Imagerie, SIG 2005","Françoise GourmelonFrédéric BioretLaure Sauve","Article","Texte intégral",7755,714,1630,1387,1002,861,774,754,633,NA,NA
22145,"","Thureau-Dangin Philippe, Chaumeau Christine, Gauthe Thierry, 2008, L’Atlas des atlas. Le Monde vu d’ailleurs en 200 cartes, Paris, Arthaud, Courrier International.","","","",";Antoine , Laporte","2009-04-01","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4110,"16988925411953661149","Évolution et diffusion spatiale du travail frontalier en Alsace (1968-1999)","Evolution and spatial diffusion of cross border commuters in Alsace (1968-1999)",";travail frontalier;spatial dynamic;Alsace;frontière;dynamique spatiale;boundary;cross border commuter","Alsace,dynamique spatiale,frontière,travail frontalier",";Cécile , Buxeda","2003-09-03","fr","true","03-09-2003","Rubriques Espace, Société, Territoire 2003","Cécile Buxeda","Article","Texte intégral",7856,976,1988,1491,1161,822,535,440,443,5,9
4870,"17175694075579110791","Vendeurs ambulants à Rio de Janeiro : expériences citadines et défis des pratiques urbaines","Street Vendors in Rio de Janeiro: civic experience and urban social practices",";conflit;social network;ambulantism;vendeur ambulant;métropolisation;réseau de relations;street vendor;ambulantage;conflict;metropolization;camelo","ambulantage,métropolisation,vendeur ambulant,camelot,réseau de relations,conflit",";Caterine , Réginensi;Maria , De Fatima Cabral Gomes","2007-03-19","fr","true","19-03-2007","Transversalités Dossiers 2007-2006 Ambulantage et métropolisation","Maria De Fatima Cabral GomesCaterine Réginensi","Article","Texte intégral",7949,547,1218,1055,697,801,1156,1357,1118,0,17
5367,"","Universités : courage fuyons !","",";web;lm","lmd,web","","2003-11-15","fr","false","15-11-2003","Vie Scientifique Débats Débats sur le Web","","Article","Texte intégral",460,24,136,114,47,28,31,51,29,NA,NA
