"","UNIQID","Title","DatePublication","Rubrique","Auteur","TypeDocument","Disponibilite","VisuTot","Visu07","Visu08","Visu09","Visu10","Visu11","Visu12","Visu13","Visu14"
"591","T0591","Lerebours Pigeonnière A. (dir.), 2001, Atlas de Guinée Equatoriale, Les éditions J.A., 68 p., ISBN 2-86950-334-2","11-06-2002","Vie Scientifique Revue de livres 2002","Jean-Pierre Chevalier","Compte-rendu","Texte intégral",445,58,141,97,38,35,30,23,23
"592","T0592","Modelling within a self-organising or a microsimulation framework : opposite or complementary approaches?","24-03-1999","Transversalités Dossiers 1998 Séminaire interactif sur l'auto-organisation, cartographie cognitive, systèmes urbains et régionaux, et information spatiale, Paris, 17-18 mai 1998","Lena Sanders","Article","Texte intégral",1086,57,186,212,248,93,60,102,128
"593","T0593","Amilhat-Szary A-L, Fourny M.-C. (dir.), 2006, Après les frontières, avec la frontière, Nouvelles dynamiques transfrontalières en Europe, Editions de l’Aube, La Tour d’Aigues, 170 p.","12-09-2007","Vie Scientifique Revue de livres 2007","Cécile Buxeda","Compte-rendu","Texte intégral",1131,57,210,176,109,138,153,128,160
"594","T0594","Contribution à l'approche systémique des paysages humides","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Emmanuelle Pivette","Article","Résumé",897,57,159,175,93,103,128,97,85
"595","T0595","Levy J., Lussault J. (dir.), 2000, Logiques de l´espace, esprit des lieux. Géographies à Cerisy. Paris, Belin, « Mappemonde », 351 p.","16-01-2003","Vie Scientifique Revue de livres 2003","Antoine Fleury","Compte-rendu","Texte intégral",1063,57,181,168,75,74,89,208,211
"596","T0596","Nicolai H. (dir), Pelissier P., Raison J.-P., 2000, Un géographe dans son siècle, actualité de Pierre Gourou, Paris, Karthala, 338 p.","23-11-2001","Vie Scientifique Revue de livres 2001","Frédéric Thomas","Compte-rendu","Texte intégral",820,55,193,152,71,100,35,50,164
"597","T0597","Gourdon J.-L., 2001, La rue – Essai sur l´économie de la forme urbaine, La Tour d´Aigues, éditions de l´Aube, 285 p.","26-05-2005","Vie Scientifique Revue de livres 2005","Antoine Fleury","Compte-rendu","Texte intégral",916,54,184,157,75,102,94,130,120
"598","T0598","An Economic Analysis of the Transferable Development Rights","05-03-1998","Transversalités Dossiers 1998 Fragments of regional science in honour of Jean Paelinck","Noboru Sakashita","Article","Texte intégral",838,54,146,160,106,125,98,94,55
"599","T0599","Intercommunalité et territoires. Construction et expérimentation d'un modèle d'analyse du système","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Florence Vaivre","Article","Résumé",784,54,203,185,72,105,66,59,40
"600","T0600","From the observations to the construction of a urban dynamics simulation model : an inductive approach","26-04-2001","Rubriques Systèmes, Modélisation, Géostatistiques 2001","Cécile TannierPierre Frankhauser","Article","Texte intégral",1504,53,181,231,370,345,141,77,106
"601","T0601","Un débat pour l'agrégation","30-01-2001","Vie Scientifique Débats Un débat pour l'agrégation","Claude Grasland","Article","Texte intégral",635,53,122,143,80,64,47,76,50
"602","T0602","Maria Giuseppina Lucia, 1999 La Geografia Finanziaria, Mercati e Territorio, Bologna, Pàtron Editore, 229 p.","23-11-2004","Vie Scientifique Revue de livres 2004","Risto Laulajainen","Compte-rendu","Texte intégral",924,53,197,200,111,79,42,96,146
"603","T0603","Comparaison n'est pas raison…","15-11-2004","Vie Scientifique Débats Apartheid et Israël-Palestine : enseignements et contresens d’une analogie","Yves GuermondNicole Mathieu","Article","Texte intégral",1462,52,196,302,195,167,132,237,181
"604","T0604","The Temptations of Bibliometry: measure and excess","12-09-2004","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",593,52,159,129,74,48,35,55,41
"605","T0605","Vivre et survivre au bord des villes","12-04-1996","Transversalités Dossiers 1996 Les Bonnes Feuilles du PIRVILLES","Michel Péraldi","Article","Texte intégral",695,51,154,138,103,85,62,33,69
"606","T0606","Cartographie et intelligence artificielle","15-11-2005","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",760,51,203,182,95,67,53,53,56
"607","T0607","Durability of settlement systems : a long term perspective","02-10-1997","Transversalités Dossiers 1997 10th European Colloquium on Quantitative and Theoretical Geography. Rostock, Germany, September 6-11, 1997","Lena Sanders","Article","Texte intégral",1519,51,211,244,151,131,97,222,412
"608","T0608","Burgel G., 2000, Du tiers-monde aux tiers-mondes, Paris, Dunod, 122 p.","28-02-2002","Vie Scientifique Revue de livres 2002","Gilles Montigny","Compte-rendu","Texte intégral",652,51,225,183,67,48,27,21,30
"609","T0609","GIS-based accessibility analysis for network optimal location model","26-11-2007","Rubriques Systèmes, Modélisation, Géostatistiques 2007","Sylvie Dubuc","Article","Texte intégral",8633,51,1414,1433,1079,1185,1242,1390,839
"610","T0610","Actes des journées. Télédétection en Sciences Humaines","25-09-2009","Transversalités Dossiers 1996 Actes des Journées de Télédétection en Sciences humaines","François Cuq","Editorial","Texte intégral",941,50,158,297,168,79,67,52,70
"611","T0611","L'âge de raison","12-05-2003","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",882,49,208,198,168,120,59,47,33
"612","T0612","Macias Marie-Carmen, 2006, Le commerce au Mexique à l’heure de la libéralisation économique, Paris : L’Harmattan, coll. Recherches Amériques Latines, 193 p.","27-11-2007","Vie Scientifique Revue de livres 2007","Jérôme Monnet","Compte-rendu","Texte intégral",881,49,329,233,66,61,49,53,41
"613","T0613","Colloque : 30 ans de sémiologie graphique","12-12-1997","Transversalités Dossiers 1997 Colloque ""3O ans de sémiologie graphique""","","Article","Texte intégral",1462,48,163,343,285,149,194,173,107
"614","T0614","Le temps et l'espace. Des universaux dans la concurrence","12-06-2002","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",597,48,187,127,60,48,40,49,38
"615","T0615","Signoles P., El Kadi G., Sidi Boumedine R.(dir), 1999, L´urbain dans le monde arabe. Politique, Instruments et acteurs, Paris, Editions du CNRS.","02-05-2000","Vie Scientifique Revue de livres 2000","Carmen Llerenas","Compte-rendu","Texte intégral",736,47,163,130,61,71,74,108,82
"616","T0616","Levy P., 2000, World Philosophie, Paris, Editions Odile Jacob, 220 p.","07-02-2001","Vie Scientifique Revue de livres 2001","Christine Kosmopoulos","Compte-rendu","Texte intégral",633,47,231,145,42,44,48,37,39
"617","T0617","Recherche sur la décollectivisation des campagnes dans les pays de l'Europe Centrale et Orientale","05-05-2000","Transversalités Dossiers 1996 Actes des Journées de Télédétection en Sciences humaines","Michel SivignonJean-Paul Gilg","Article","Texte intégral",750,47,165,189,109,72,56,57,55
"618","T0618","Scientific publishing online,and the question of open access. Why such a long delay?","12-05-2005","Vie Scientifique Éditoriaux","Christine Kosmopoulos","Editorial","Texte intégral",1472,47,154,194,239,277,112,60,389
"619","T0619","Internet et la géographie","12-07-1998","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",684,46,190,182,80,62,31,50,43
"620","T0620","Heurley J., 2003, L’Irlande, Paris, PUF, coll. Que sais-je ?, 127 p.","11-08-2005","Vie Scientifique Revue de livres 2005","Marianne Guérois","Compte-rendu","Texte intégral",554,46,147,151,65,50,38,35,22
"621","T0621","Dodge M., Kitchin R., 2001, Mapping Cyberspace, London, Routledge, 260 p.","26-02-2002","Vie Scientifique Revue de livres 2002","Denise Pumain","Compte-rendu","Texte intégral",500,46,180,118,46,49,27,15,19
"622","T0622","Caillé A.(dir), 1999, Villes bonnes à vivre/Villes invivables : urbanisme, utilitarisme et démocratie, La Découverte/MAUSS, 397 p.","08-02-2001","Vie Scientifique Revue de livres 2001","Jean Ruegg","Compte-rendu","Texte intégral",659,46,192,144,75,68,48,52,34
"623","T0623","Introduction","12-12-1997","Transversalités Dossiers 1997 Colloque ""3O ans de sémiologie graphique""","Jean-Marc Orhan","Article","Texte intégral",630,45,107,121,58,80,85,72,62
"624","T0624","Combining L1 and L2 Norms for a more Robust Spatial Analysis :the &quot;Meadian Attitude&quot;","12-08-2002","Transversalités Dossiers 2001 12th European Colloquium on Quantitative and Theoretical Geography.St-Valery-en-Caux, France, September 7-11, 2001. St-Valery-en-Caux, France, September 7-11, 2001","Didier JosselinDominique Ladiray","Article","Texte intégral",974,45,185,186,178,153,37,69,121
"625","T0625","Organisation et structuration de l'espace : &quot;les systèmes locaux d'emplois&quot;. L'exemple des Pyrénnées atlantiques","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Monique BourguetJean-Pierre Jambes","Article","Résumé",735,45,174,154,71,84,78,64,65
"626","T0626","L’évolution des lithométéores en Mauritanie confirme une plus grande efficacité de l’action éolienne","18-12-2001","Rubriques Environnement, Nature, Paysage 2001","Zeineddine Nouaceur","Article","Texte intégral",1175,45,258,225,192,147,74,94,140
"627","T0627","Hypertexte et géographie","26-06-1997","Rubriques Epistémologie, Histoire de la Géographie, Didactique 1997","Hervé Gazel","Article","Texte intégral",1045,44,185,287,163,186,55,69,56
"628","T0628","Benko G., Lipiez A. (dir), 2000, La richesse des régions. La nouvelle géographie socio-économique, Paris, PUF.","22-06-2000","Vie Scientifique Revue de livres 2000","Bernard Elissalde","Compte-rendu","Texte intégral",795,44,201,159,83,66,72,84,86
"629","T0629","Le Bras H., 2000, Essai de géométrie sociale, Paris, Editions Odile Jacob.","22-05-2002","Vie Scientifique Revue de livres 2002","Anne Bretagnolle","Compte-rendu","Texte intégral",633,44,146,144,84,68,46,59,42
"630","T0630","La géographie au sommet","30-08-2002","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",611,44,145,124,79,67,56,64,32
"631","T0631","Formalisation des bases méthodologiques et conceptuelles d'une analyse spatiale des accidents de la route","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Florence Huguenin Richard","Article","Résumé",649,44,110,138,49,93,74,74,67
"632","T0632","Les nouvelles perspectives d'analyse spatiale des nuisances sonores. Le projet SIGAUR (Système d'Information Géographique et Acoustique URbaine)","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Erwan Quesseveur","Article","Résumé",813,43,146,140,91,69,73,60,191
"633","T0633","Faut-il supprimer la géographie ?","12-05-1998","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",1147,85,316,230,104,85,67,170,90
"634","T0634","Dear M. J., 2000, The postmodern urban condition, Oxford, Blackwell Publishers.","03-03-2001","Vie Scientifique Revue de livres 2001","Bernard Elissalde","Compte-rendu","Texte intégral",665,43,160,135,67,135,53,39,33
"635","T0635","Free access and scientific quality: Cybergeo's resources","12-04-2006","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",1360,43,150,142,308,473,157,44,43
"636","T0636","National Research Council, 2003, Cities Transformed.  Demographic Change and its Implications in the Developing World. Panel on Urban Population Dynamics, M. Montgomery, R. Stren, B. Cohen. and H. Reed (eds.), Committee on Population, Division of Behavioural and Social Sciences and Education.  Washington, DC: The National Academies Press.","06-10-2004","Vie Scientifique Revue de livres 2004","Isabelle Thomas","Compte-rendu","Texte intégral",464,42,148,113,48,58,30,15,10
"637","T0637","Observation de terrain et télédétection (Baie du Roi, Spitsberg nord-occidental)","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Dominique Laffly","Article","Résumé",572,42,146,120,56,73,51,50,34
"638","T0638","Rivière d'arc H. (dir), 2001, Nommer les nouveaux territoires urbains, Paris, éditions UNESCO/MSH, 279 p.","07-02-2002","Vie Scientifique Revue de livres 2002","Nathalie Blanc","Compte-rendu","Texte intégral",548,42,166,112,58,62,40,40,28
"639","T0639","Contribution théorique à la mesure de l'homogénéité des tissus urbains","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Mindjid Maïzia","Article","Résumé",672,42,129,119,98,74,84,68,58
"640","T0640","Cybergeo et l'interactivité","12-02-1999","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",462,42,134,100,29,35,28,46,48
"641","T0641","Touchart L. (dir.), 2007, Géographie de l’étang. Des théories globales aux pratiques locales, Paris, L’Harmattan, 228 p.","30-10-2007","Vie Scientifique Revue de livres 2007","Gérard Hugonie","Compte-rendu","Texte intégral",532,42,149,157,59,39,26,24,36
"642","T0642","Αναφορά στο βιβλίο του ΠΡΕΒΕΛΑΚΗ Γ.-Σ., 2001 : Επιστροφή στην Αθήνα. Πολεοδομία και Γεωπολιτική της Ελληνικής Πρωτεύουσας, Αθήνα, Εστία.","29-08-2002","Vie Scientifique Revue de livres 2002","Christine Kosmopoulos","Compte-rendu","Texte intégral",626,41,161,121,76,87,56,36,48
"643","T0643","Une piste pour la recherche de la &quot;valeur centrale optimale&quot;.Discussion autour de la robustesse et du comportement de la &quot;médienne&quot;, combinaison de normes Lp","25-08-2004","Transversalités Dossiers 2005-2002 6èmes Rencontres de Théo Quant, Besançon, France 20-21 février 2003. Articles sélectionnés par Cybergeo","Didier Josselin","Article","Texte intégral",1338,41,212,243,157,156,154,159,216
"644","T0644","Intervention de Mr. Christopher Board","12-12-1997","Transversalités Dossiers 1997 Colloque ""3O ans de sémiologie graphique""","Christopher Board","Article","Texte intégral",636,41,116,131,84,85,54,65,60
"645","T0645","Domon G., Beaudet G., Joly M., 2000, Évolution du territoire Laurentidien, Université de Montréal/Isabelle Quentin, 146 p.","04-11-2001","Vie Scientifique Revue de livres 2001","Jean-Pierre Chevalier","Compte-rendu","Texte intégral",522,40,156,97,43,56,42,36,52
"646","T0646","Driver F., 2001, Geography Militant. Cultures of Exploration and Empire, Oxford, Blackwell Publishers, 258 p.","04-11-2002","Vie Scientifique Revue de livres 2002","Jean-Marc Besse","Compte-rendu","Texte intégral",521,40,145,114,72,51,35,34,30
"647","T0647","Faut-il supprimer la géographie au collège et au lycée ?","11-05-1999","Vie Scientifique Débats Faut-il supprimer la géographie ?","Anne Le Roux","Article","Texte intégral",1083,40,194,155,87,87,146,229,145
"648","T0648","Prévoir et gérer le risque","12-12-2001","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",742,40,187,169,77,100,46,74,49
"649","T0649","Printemps de la modélisation","12-03-2000","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",376,40,107,83,23,31,23,40,29
"650","T0650","José Omar Moncada Maya, 2003, El nacimiento de una disciplina : la geografía au Mexique (siglos XVIe a XIXe (La naissance d’une discipline : la géographie au Mexique (du XVIe au XIXe siècles)). Instituto Unam Geografía. « Themas selectos de geografía de México ». 131 p.","20-12-2004","Vie Scientifique Revue de livres 2004","Laurence Reynaud","Compte-rendu","Texte intégral",527,40,128,113,23,128,30,44,21
"651","T0651","Biobibliografia cronológica de Pierre Monbeig : (Período: 1929-1985)","08-04-2002","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2002","Heliana Angotti Salgueiro","Article","Texte intégral",1580,40,296,324,220,152,150,200,198
"652","T0652","Vidal L., D´Orgeix E. (dir)., 1999, Les villes françaises du Nouveau Monde. Des premiers fondateurs aux ingénieurs du roi (XVIe-XVIIIe siècles) , Paris, Somogy éditions d´art, 192 p.","24-03-2000","Vie Scientifique Revue de livres 2000","Jérôme Monnet","Compte-rendu","Texte intégral",465,39,144,90,54,40,36,31,31
"653","T0653","Paysages d'estives : de la télédétection à la cartographie de synthèse","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Muriel Harguedinguy","Article","Résumé",738,39,171,172,66,59,64,55,112
"654","T0654","The Risk's Concept and Critical Ecologo-Economical Regions.","20-02-1998","Rubriques Environnement, Nature, Paysage 1998","A.M. TrofimovR.A. ShagimardanovR.S. Petrova","Article","Texte intégral",428,39,139,102,48,43,20,22,15
"655","T0655","Managing megacities","12-04-1996","Transversalités Dossiers 1996 Les Bonnes Feuilles du PIRVILLES","Rémy Prud'homme","Article","Texte intégral",1566,39,197,264,318,212,213,207,116
"656","T0656","Senecal G., Saint-Laurent D.(dir.), 2000, Les espaces dégradés. Contraintes et conquêtes, Presses de l´Université du Québec, 300 p.","03-11-2001","Vie Scientifique Revue de livres 2001","Jean-Pierre Chevalier","Compte-rendu","Texte intégral",465,38,110,126,35,46,23,45,42
"657","T0657","Enquête LMD sur le web","27-02-2003","Vie Scientifique Débats Débats sur le Web","Colette CauvinR. Schlumberger","Article","Texte intégral",709,38,170,149,81,73,64,84,50
"658","T0658","Gaudin T., Hatchuel A. (dir), 2002, Les nouvelles raisons du savoir, La Tour d'Aigues, Ed. de l'Aube, coll. ""essais"", 320 p.","14-11-2003","Vie Scientifique Revue de livres 2003","Béatrice Collignon","Compte-rendu","Texte intégral",662,38,164,135,111,94,33,45,42
"659","T0659","A propos de la canicule… Aléa et vulnérabilité","12-09-2003","Vie Scientifique Débats Rapport de la mission d’expertise et d’évaluation du système de santé pendant la canicule 2003","Paul Caseau","Article","Texte intégral",1625,38,288,340,213,120,217,244,165
"660","T0660","Etude dynamique de l’environnement des villages romano-byzantins de Syrie du Nord ; localisation des structures parcellaires et cadastrales qui leurs sont liées","05-05-2000","Transversalités Dossiers 1996 Actes des Journées de Télédétection en Sciences humaines","Georges TatePierre BilgenJean-Paul Gilg","Article","Texte intégral",712,38,148,184,105,67,70,54,46
"661","T0661","The multinational companies cost of capital and regional policy : tax cut or capital grant ?","13-03-1998","Transversalités Dossiers 1998 Fragments of regional science in honour of Jean Paelinck","Michel Mignolet","Article","Texte intégral",3185,37,335,389,494,536,1138,177,79
"662","T0662","Structure and public Utilities. Retails and sercice frequentation in Languedoc-Roussillon (France)","03-05-1996","Rubriques Systèmes, Modélisation, Géostatistiques 1996","Jean-Luc Bonnefoy","Article","Texte intégral",578,37,136,129,90,55,47,54,30
"663","T0663","Le graphe et la graphie de la Terre. Un exercice formel pour commémorer le bicentennaire du Voyage aux Amériques équinoxales","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Hervé Gazel","Article","Résumé",582,37,129,114,71,60,56,52,63
"664","T0664","Velut S., 2002, L´Argentine. Des provinces à la nation, Paris, Presses Universitaires de France, collection Géographies, 296 p.","26-02-2003","Vie Scientifique Revue de livres 2003","Gloria Zamorano","Compte-rendu","Texte intégral",544,36,146,125,56,93,39,22,27
"665","T0665","LMD, proposition de plateforme commune des Départements et UFR de Géographie des universités d’Ile-de-France","25-06-2003","Vie Scientifique Débats Débats sur le Web","","Article","Texte intégral",686,36,177,169,101,44,51,67,41
"666","T0666","Cambrézy L., 2001, Réfugiés et exilés.Crise des sociétés, crise des territoires, Paris, Editions des archives contemporaines, 216 p.","03-03-2003","Vie Scientifique Revue de livres 2003","Marianne Guérois","Compte-rendu","Texte intégral",594,36,167,147,62,60,47,43,32
"667","T0667","Lines of sociological analysis of times policies in the city","12-04-1996","Transversalités Dossiers 1996 Les Bonnes Feuilles du PIRVILLES","Carmen Belloni","Article","Texte intégral",432,36,103,88,76,32,22,33,42
"668","T0668","Nouvelles de la rentrée","12-10-1999","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",478,36,158,99,32,43,40,47,23
"669","T0669","12th European Colloquium on Quantitative and Theoretical Geography. St-Valery-en-Caux, September 7-11, 2001","11-09-2001","Transversalités Dossiers 2001 12th European Colloquium on Quantitative and Theoretical Geography.St-Valery-en-Caux, France, September 7-11, 2001. St-Valery-en-Caux, France, September 7-11, 2001","Yves Guermond","Article","Texte intégral",458,36,101,101,66,52,19,43,40
"670","T0670","Géographes attentifs au temps","12-01-2003","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",539,35,186,124,43,39,33,48,31
"671","T0671","Cartography and Artificial Intelligence","12-11-2005","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",667,35,192,161,57,57,44,75,46
"672","T0672","Un modèle de simulation des migrations à l’intérieur de la région Basilicata","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Nicola Tamma","Article","Résumé",456,35,161,103,43,41,22,17,34
"673","T0673","Eté, mode d'emploi","12-07-1999","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",425,35,126,101,35,41,25,41,21
"674","T0674","New Models explaining regional Evolution in Europe. Contributions to an international conference in honour of Professor J.H.P. Paelinck Tinbergen Institute, Rotterdam, June 16-17, 1995. Introduction","02-02-1998","Transversalités Dossiers 1998 Fragments of regional science in honour of Jean Paelinck","Pierre-Henri DeryckeMichel Mignolet","Article","Texte intégral",678,35,175,194,89,50,38,42,55
"675","T0675","Réinventer la géodiversité","12-12-1999","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",550,35,168,115,58,48,40,54,32
"676","T0676","Miles M., Borden I. Hall T., 2000, The City Cultures Reader, London, Routlege.","15-05-2001","Vie Scientifique Revue de livres 2001","Didier Mendibil","Compte-rendu","Texte intégral",449,35,148,112,49,41,18,21,25
"677","T0677","Marche forcée vers le marché","12-10-2000","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",392,35,119,96,28,34,18,40,22
"678","T0678","La rénovation du recensement","15-08-1999","Vie Scientifique Débats Recensement de la population en continu : choisir le temps et l'espace ?","Brigitte Baccaïni","Article","Texte intégral",869,35,183,132,253,72,77,69,48
"679","T0679","Les leçons d'un &quot;non&quot; multiscalaire","02-06-2005","Vie Scientifique Débats Europe : le traité constitutionnel","Bernard Elissalde","Article","Texte intégral",603,35,120,169,74,43,53,74,35
"680","T0680","Au milieu du monde : le centre et ses réseaux","12-10-2001","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",578,35,150,121,49,116,35,42,30
"681","T0681","From the Local to the Global, a Geography without Limits","12-09-2003","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",549,34,130,90,48,52,66,85,44
"682","T0682","Exclusion, régression...du “ Ladies´Program ” au “ sans femme ” ?","04-04-1997","Vie Scientifique Débats Exclusion, régression...la question des femmes","Marie-Claire Robic","Article","Texte intégral",596,34,133,122,66,50,43,97,51
"683","T0683","La rénovation du Recensement de la Population","15-07-1999","Vie Scientifique Débats Recensement de la population en continu : choisir le temps et l'espace ?","Michel Isnard","Article","Texte intégral",748,33,186,150,85,85,65,90,54
"684","T0684","La logique Tout/Partie. Fondement scientifique d'un langage des géographies","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Georges Nicolas","Article","Texte intégral",639,33,108,93,103,61,66,84,91
"685","T0685","Présentation du Programme Interdisciplinaire de Recherche sur la ville du CNRS","16-04-1996","Transversalités Dossiers 1996 Les Bonnes Feuilles du PIRVILLES","","Editorial","Texte intégral",301,33,53,57,38,38,41,27,14
"686","T0686","Rey V., Groza O., Ianos I., Patroescu M., 2000, Atlas de la Roumanie, Paris, CNRS-GDR Libergéo-La Documentation Française.","08-02-2002","Vie Scientifique Revue de livres 2002","Gilles Palsky","Compte-rendu","Texte intégral",414,32,128,112,40,39,32,12,19
"687","T0687","Bhalla G.S., Racine J.L., Landy F.(eds), 2002, Agriculture and the world trade organisation. Indian and French Perspectives, Paris, Editions de la Maison des sciences de l´Homme.","31-07-2003","Vie Scientifique Revue de livres 2003","Clarisse Didelon","Compte-rendu","Texte intégral",358,32,105,96,25,34,21,15,30
"688","T0688","Terms from statistical physics and dynamical systems of relevance for complex system science","07-07-2005","Rubriques Systèmes, Modélisation, Géostatistiques 2005","Annick Lesne","Article","Texte intégral",595,31,131,162,127,48,36,20,40
"689","T0689","Ovenden M., 2004, Metro maps of the world. London. Capital Transport Publishing.136 p.","27-09-2005","Vie Scientifique Revue de livres 2005","Angèle Charpentier","Compte-rendu","Texte intégral",719,31,279,184,104,47,26,22,26
"690","T0690","Editorial du 16 Juin 1997","16-06-1997","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",462,31,129,93,56,40,46,44,23
"691","T0691","Moulinier L., Sallmann L., Verna C. et Weill-Parot N.(dir.), La juste mesure. Quantifier, évaluer, mesurer, entre Orient et Occident (VIIIe-XVIIIe siècle), Saint-Denis, Presses Universitaires de Vincennes, Collection Temps et espaces, 2005, 205 pages.","09-09-2005","Vie Scientifique Revue de livres 2005","Nicolas Verdier","Compte-rendu","Texte intégral",447,31,109,121,76,52,23,11,24
"692","T0692","Time and Space, Competing Universes","12-06-2002","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",445,30,145,89,27,33,33,62,26
"693","T0693","Graham, B., Ashworth G.J., Turnbridge, J.E., 2000, A Geography of heritage, London : Arnold, 284 p.","16-01-2001","Vie Scientifique Revue de livres 2001","Jean-Pierre Chevalier","Compte-rendu","Texte intégral",553,30,142,136,68,73,45,33,26
"694","T0694","VAN DUZER Chet, Floating Islands. A global Bibliography. With an Edition and Translation of G.C. Munz’s Exercitatio academica de insulis natantibus (1711), Los Altos Hills, Cantor Press, 2004, 404 p., 24 photos couleurs.","16-03-2003","Vie Scientifique Revue de livres 2003","Henri Chamussy","Compte-rendu","Texte intégral",482,30,164,140,54,46,22,9,17
"695","T0695","Séminaire interactif sur l'auto-organisation, cartographie cognitive, système urbains et régionaux, et information spatiale. Paris, 17-18 Mai, 1998","18-05-1998","Transversalités Dossiers 1998 Séminaire interactif sur l'auto-organisation, cartographie cognitive, systèmes urbains et régionaux, et information spatiale, Paris, 17-18 mai 1998","","Annonce et actualité","Texte intégral",446,30,93,111,91,41,23,17,40
"696","T0696","In the Middle of the World: the Center and its Networks","12-10-2001","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",395,29,125,84,26,30,20,46,35
"697","T0697","Euroquant at 21 : “coming of age” ?","17-11-1999","Transversalités Dossiers 1999 11th European Colloquium on Quantitative and Theoretical Geography. Durham Castle, UK, September 3-7, 1999","David Unwin","Article","Texte intégral",573,29,118,97,59,57,42,68,103
"698","T0698","Vers un « atlas vivant » : Utilisation des systèmes d'information géographique en géographie industrielle. Application aux industries lorraines","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Sadia Cheriguene","Article","Résumé",445,28,106,99,39,63,33,38,39
"699","T0699","Science et Patience","12-06-2001","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",463,28,130,101,47,53,24,53,27
"700","T0700","Cityrhythms","12-04-1996","Transversalités Dossiers 1996 Les Bonnes Feuilles du PIRVILLES","Dietrich Henckel","Article","Texte intégral",595,28,70,73,111,91,62,89,71
"701","T0701","The Age of Reason","12-05-2003","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",585,27,142,155,76,34,31,48,72
"702","T0702","Hidden Riches","27-03-2007","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",440,26,122,88,29,45,39,57,34
"703","T0703","Photographies des participants du Congrès de Géographie qui s'est tenu à Paris en 1931","08-08-1996","Rubriques Epistémologie, Histoire de la Géographie, Didactique 1996","J. Boisselot","Article","Texte intégral",476,25,114,143,62,44,38,31,19
"704","T0704","Cybergeo et les périodiques électroniques scientifiques","30-06-2002","Transversalités Science et Toile 2000-2010","Christine Kosmopoulos","Article","Texte intégral",1871,25,659,208,122,140,180,268,269
"705","T0705","Pratt Vernon, Howarth Jane, Brady Emily, 2000, Environment and Philosophy, London, Routlege","23-06-2000","Vie Scientifique Revue de livres 2000","Christine Kosmopoulos","Compte-rendu","Texte intégral",408,25,164,83,32,46,26,12,20
"706","T0706","Reinvent Geodiversity","12-12-1999","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",445,25,107,95,32,68,28,51,39
