"id"	"UID"	"SCHID"	"Title"	"Title_en"	"keywords_en"	"keywords_fr"	"authors"	"date"	"langue"	"translated"	"numciting"	"numcited"
"3447"	"T0206"	""	"Impacts de la réalisation d'un atlas électronique en région : le cas du Saguenay-Lac-Saint-Jean au Québec"	"Impacts of the Realization of an Electronic Atlas in Regions : the Case of the Saguenay-Lac-Saint-Jean in Quebec"	";atlas électronique;Canada;atlas on lin"	"atlas électronique,Canada"	";Carl , Brisson;Majella-J. , Gauthier;Claude , Chamberland;Alain , Roch;Martin , Dion"	"2003-01-29"	"fr"	"true"	"0"	"12"
"26945"	""	"5330828973604912754"	"The Russian exclave of Kaliningrad. Challenges and limits of its integration in the Baltic region"	""	";geopolitical orientations;cross-border cooperation;regional integration;Kaliningrad;intégration régionale;orientations géopolitiques;région baltique;Baltic region;coopération transfrontalière;exclavisatio"	"Kaliningrad,région baltique,intégration régionale,exclavisation,coopération transfrontalière,orientations géopolitiques"	";Maria , Zotova;Yann , Richard;Alexander , Sebentsov"	"2015-04-08"	"en"	"false"	"0"	"70"
"20513"	"T0780"	"12062820228832857634"	"In praise of the unassuming"	""	""	""	";Denise , Pumain"	"2008-10-21"	"en"	"false"	"0"	"0"
"22341"	"T0849"	"2858855837571928375"	"On the recuperation of postindustrial sites: an aesthetic analysis "	""	";postindustrialsites;restoration;friches industrielles;restauration;esthétique environnementale;rénovation;renovation;environmental aesthetics;transformatio"	"restauration,transformation,rénovation,friches industrielles,esthétique environnementale"	";Jonathan , Maskit"	"2009-12-17"	"en"	"false"	"0"	"7"
"757"	""	""	"Berdoulay, V., da Costa Gomes P. C., Lolive J., 2004, <em>L’espace public à l’épreuve. Régressions et émergences</em>, Maison des Sciences de l’Homme d’Aquitaine, Pessac, 224 p."	""	""	""	";Antoine , Fleury"	"2005-09-27"	"fr"	"false"	"0"	"0"
"4036"	""	""	"Qu'est-ce que le paysage dans la culture arabo-musulmane classique ?"	"What is landscape in the Muslim culture ?"	""	""	";Lamia , Latiri"	"2001-10-16"	"fr"	"true"	"0"	"27"
"596"	"T0670"	""	"Géographes attentifs au temps"	""	""	""	";Denise , Pumain"	"2003-01-12"	"fr"	"false"	"0"	"0"
"1708"	"T0134"	"17205346068943209239"	"Caractéristiques spatiales de la formation des surcotes marines dans le Golfe du Lion. Spatial charcateristics of sea-surges formation in the Gulf of Lions"	"Spatial characteristics of sea-surges formation in the Gulf of Lions"	";risk;surcote marine;Gulf of Lions;météorologie;sea surge;sea level;risque;niveau marin;meteorology;Golfe du Lio"	"niveau marin,surcote marine,météorologie,risque,Golfe du Lion"	";Albin , Ullmann;Paolo Antonio , Pirazzoli"	"2007-01-18"	"fr"	"true"	"0"	"8"
"25299"	"T1018"	"1925571629944263238"	"Le chêne ou le roseau : quelles stratégies de gestion du risque d’inondation en France ?"	"Oak or reed: how to manage flood risk in France?"	";flood storage area;résistance;Depolderization;digue de protection;plan de prévention des risques;risque d’inondation fluviale et maritime;résilience;zone d’expansion des crues;protection dykes;risk prevention plan;resilience;Dépoldérisation;resistance;river and maritime flood ris"	"Dépoldérisation,digue de protection,plan de prévention des risques,résilience,résistance,risque d’inondation fluviale et maritime,zone d’expansion des crues"	";Sylvain , Rode"	"2012-04-25"	""	"true"	"0"	"46"
"24903"	"T0979"	""	"Au prisme des mots"	"In the prism of the words. Globalization and the philological argument"	";globalization;Mondialisation;métahistoire;cartography;metahistory;geohistory;cartographie;représentations;géohistoire;representations;globalisatio"	"Mondialisation,géohistoire,globalisation,métahistoire,représentations,cartographie"	";Vincent , Capdepuy"	"2011-12-20"	"fr"	"true"	"0"	"153"
"25297"	"T1021"	"1141603925218307431"	"Natural hazard mapping across the world. A comparative study between a social approach and an economic approach to vulnerability"	""	""	""	";Gilles , André"	"2012-04-24"	"en"	"false"	"0"	"8"
"19123"	"T0745"	""	"Extraction d’indices paysagers et analyse quantitative des paysages de « vallées ordinaires » à partir de données images : L’exemple de la Seulles (Calvados, France)"	"Landscape metrics extraction and quantitative analysis of “ordinary valleys”: Example of Seulles valley (Calvados, France)"	";land cover;spatial analysis.;analyse spatiale;occupation du sol;landscape metric;valley;vallée;télédétection;indicateur;remote sensin"	"analyse spatiale,indicateur,occupation du sol,télédétection,vallée"	";Marie-Anne , Germaine;Anne , Puissant"	"2008-06-30"	"fr"	"true"	"0"	"30"
"26636"	"T1170"	"1058473769447027851"	"Crise, métropolisation, et aménagement"	"Crisis, metropolization and urban planning"	";économie prédatrice;urban planning;métropolisation;Raubwirtschaft;spatial Inversion;inversions spatiales;predatory economy;aménagement;crisis;metropolization;cris"	"crise,inversions spatiales,métropolisation,aménagement,économie prédatrice,Raubwirtschaft"	";Jean-Albert , Guieysse;Thierry , Rebour"	"2014-12-19"	"fr"	"true"	"0"	"19"
"20383"	"T0764"	"12844715008719254471"	"Le bon sens tout près de chez soi : les projets de programme de géographie pour l’enseignement primaire"	""	""	""	";Micheline , Roumégous;Pascal , Clerc"	"2008-10-03"	"fr"	"false"	"0"	"0"
"5431"	"T0235"	"9400493612275826109"	"La prise en compte des dynamiques spatiales pour modéliser la mise en valeur des espaces ruraux"	""	";process;spatial dynamic;rural areas;espace rural;GIS;processus;SIG;dynamique spatial"	"espace rural,processus,dynamique spatiale,SIG"	";Denis , Gautier"	"1997-04-09"	"fr"	"false"	"0"	"9"
"974"	""	"11030666806762008718"	"Agier M., 1999, <em>L´invention de la ville. Banlieues, townshisp, invasions et favelas</em>, Paris, Editions des Archives Contemporaines."	""	""	""	";Karine , Duplan"	"2000-06-22"	"fr"	"false"	"0"	"0"
"26325"	"T1155"	"8185607216134939570"	"Les réseaux de firmes multinationales dans les villes d’Europe centre-orientale"	"Multinational firms’ networks in central-eastern european cities"	";networks;globalization;firmes multinationales;système de villes;Central and Eastern Europe;Europe centrale et orientale;réseau;globalisation;system of cities;multinational firm"	"Europe centrale et orientale,système de villes,firmes multinationales,globalisation,réseau"	";Céline , Rozenblat;Olivier , Di Lello"	"2014-06-20"	"fr"	"true"	"0"	"40"
"25945"	"T1117"	"12357099696772859060"	"Neal Z. P., 2013, The Connected City, How Networks are Shaping the Modern Metropolis, Routledge, New York, 255 p."	"Neal Z. P., 2013, The Connected City, How Networks are Shaping the Modern Metropolis, Routledge, New York, 255 p."	""	""	";Gabriel , Dupuy"	"2013-05-30"	"fr"	"true"	"0"	"0"
"804"	""	""	"Gaudin T., Hatchuel A. (dir), 2002, <em>Les nouvelles raisons du savoir, </em>La Tour d'Aigues, Ed. de l'Aube, coll. essais, 320 p."	""	""	""	";Béatrice , Collignon"	"2003-11-14"	"fr"	"false"	"0"	"0"
"24688"	"T0921"	""	"La carte de végétation du CNRS à l'ère du numérique"	"The vegetation map of the CNRS going numerical: the geographical database of the vegetation of France. Harmonised vector cover at 1/1 000 000 and georeferenced scan at 1/200 000."	";France;numerical mapping;système d'information géographique;série de végétation;vegetation series;cartographie numérique;Geographical information system;base de données;végétation;vegetation;databas"	"végétation,cartographie numérique,série de végétation,système d'information géographique,base de données,France"	";Sophie , Leguédois;Jean-Claude , Gégout;Jean-Luc , Dupouey;Vincent , Badeau;Caroline , Lecareux;Jean-Paul , Party;Anne , Probst;Thierry , Gauquelin"	"2011-10-27"	""	"true"	"0"	"50"
"16732"	"T0759"	"1338875173441313924"	"Comment organiser la recherche en France ?"	""	";recherche;France;researc"	"France,recherche"	";Jean-Pierre , Gaudin"	"2008-03-05"	"fr"	"false"	"0"	"0"
"813"	""	""	"Bhalla G.S., Racine J.L., Landy F.(eds), 2002, <em>Agriculture and the world trade organisation. </em><em>Indian and French Perspectives</em>, Paris, Editions de la Maison des sciences de l´Homme."	""	""	""	";Clarisse , Didelon"	"2003-07-31"	"fr"	"false"	"0"	"0"
"2790"	"T0142"	"2239577453577548099"	"Accessibilité aux emplois en France : le rôle de la distance à la ville"	"Accessibility to jobs according to the distance to urban centre"	";accessibility model;emploi;migration;employment;temps de trajet;travel time;urban-rural gradient;modèle d’accessibilité;gradient urbain - rural;commutin"	"emploi,gradient urbain - rural,modèle d’accessibilité,temps de trajet,migration"	";Mohamed , Hilal"	"2004-12-02"	"fr"	"true"	"0"	"22"
"22849"	"T0854"	"4380710881689775640"	"Usability evaluation for a web-based public participatory GIS: A case study in Canmore, Alberta"	""	";évaluation de l’ergonomie des programmes;SIG participatifs en ligne;usability evaluation;multicriteria site selection analysis;Web-PPGIS;analyse multi-critères de sélection de sites d’implantatio"	"analyse multi-critères de sélection de sites d’implantation,évaluation de l’ergonomie des programmes,SIG participatifs en ligne"	";Yunliang , Meng;Jacek , Malczewski"	"2009-12-17"	"en"	"false"	"0"	"63"
"4962"	"T0453"	"6234820382258758854"	"Mobiliser les externalités de savoir au service de développement local"	""	";économie géographiqu"	"économie géographique"	";Jean , Bouinot"	"2007-03-09"	"fr"	"false"	"0"	"2"
"25248"	"T1048"	"2790639534749897389"	"Modéliser un choix politique : où fait-on des « quartiers de démocratie locale » dans l’agglomération parisienne ?"	"Modeling a political choice. The case of neighborhood clustering and local democracy in Paris area."	";territory;agglomération parisienne;territoire;Paris area;political affiliations;démocratie locale;neighborhood;local democracy;quartier;appartenances politique"	"quartier,démocratie locale,territoire,appartenances politiques,agglomération parisienne"	";Anne-Lise , Humain-Lamoure"	"2012-04-09"	""	"true"	"0"	"10"
"1496"	"T0344"	"14597142936576943032"	"L’eau urbaine ou le pouvoir de renaturer"	"Urban water or the power of renaturing"	";renaturation;urban policy;urban water;re-naturation;politique urbaine;eau urbain"	"eau urbaine,politique urbaine,renaturation"	";Franck , Scherrer"	"2004-12-16"	"fr"	"true"	"0"	"5"
"5050"	"T0101"	"6875643103354769761"	"GenMNT : un outil simple pour la génération de modèles numériques de terrains"	""	";modélisation paysagère;landscape modelling;modèle numérique de terrain;interpolation;digital elevation model;triangulatio"	"interpolation,modèle numérique de terrain,modélisation paysagère,triangulation"	";E. , Sefiha;Christophe , Poix"	"1999-02-10"	"fr"	"false"	"0"	"9"
"23244"	""	"6235596587004564315"	"Coutard O., Lévy J.-P. (dir.), 2010, <em>Ecologies urbaines</em>, Paris, Economica-Anthropos, 371 p."	""	""	""	";Gabriel , Dupuy"	"2010-08-30"	"fr"	"false"	"0"	"0"
"1114"	"T0382"	"9407645548124681383"	"Les lieux de l´interculturalité : une image de la complexité urbaine"	"Intercultural places : a representation of urban complexity"	";ethno-methodology;intercultural place;Suisse;culture de la mixité;immigration;ethnométhodologie;Lausanne;interculturalité;Switzerland;mixed cultur"	"immigration,culture de la mixité,interculturalité,ethnométhodologie,Lausanne,Suisse"	";Marina , Marengo"	"1999-04-22"	"fr"	"true"	"0"	"17"
"4323"	"T0004"	"16227407154540161445"	"La nouvelle carte du Québec : illustration de la nation ?"	"The new Quebec map : illustrating the Nation ?"	";territory;géopolitique;territoire;cartography;cartographie;carte;Québec;map;geopolitics;natio"	"carte,cartographie,géopolitique,nation,Québec,territoire"	";Frédéric , Lasserre"	"2001-10-12"	"fr"	"true"	"0"	"0"
"1170"	"T0088"	"2292141295975505763"	"La &quot;ville décor&quot; : accueil de tournages de films et mise en place d'une nouvelle esthétique urbaine"	"The city seen as a setting : Cinema shooting in cities and creation of new urban aesthetics"	";film;urban communication;virtual image;ville;image virtuelle;communication urbaine;city;image urbaine;urban image;hyperréalité;cinema;hyperreality;ciném"	"ville,cinéma,hyperréalité,film,image urbaine,image virtuelle,communication urbaine"	";Maria , Gravari-Barbas"	"1999-05-27"	"fr"	"true"	"0"	"0"
"26610"	"T1179"	"10700305950718322472"	"Benchmarking of LUCC modelling tools by various validation techniques and error analysis"	""	";modélisation;validation;simulation assessment;error analysis;modelling;LUCC;simulation;analyse d’erreu"	"analyse d’erreur,LUCC,modélisation,simulation,validation"	";Jean-François , Mas;Thomas , Houet;Martin , Paegelow;María Teresa , Camacho Olmedo"	"2014-12-22"	"en"	"false"	"0"	"45"
"4289"	"T0470"	"11758991171622644047"	"Couches fonctionnelles et Rôles : nouveaux concepts pour une modélisation cohérente et intégrale des informations géographiques."	"Functional Layers and Roles : New concepts for an integrated and coherent modelling of geographical informations"	";modèle de données spatiales;rôle;objet;multi-représentation;functional layer;spatial data model;role;object;multi-representation;couche fonctionnell"	"modèle de données spatiales,couche fonctionnelle,multi-représentation,objet,rôle"	";Mohamed El , Adnani;Djamal , Bensliman;Hassan El , Abdelwahed;Kokou , Yetongnon"	"2001-10-30"	"fr"	"true"	"0"	"0"
"1004"	""	""	"<a id=intro></a><a id=bkmintro></a>Presentation : 11th Colloquium on Theoretical and Quantitative Geography<br>3-7<sup>th</sup> September 1999"	""	""	""	";A. Stewart , Fotheringham"	"1999-11-17"	""	"false"	"0"	"0"
"4958"	"T0442"	"11713109455352909751"	"Les cultures du privé et les choix de localisation"	""	";économie géographiqu"	"économie géographique"	";Jean , Bouinot"	"2007-03-09"	"fr"	"false"	"0"	"5"
"1088"	"T0140"	"3851683408341708161"	"La vie nocturne d´une grande ville de province française : Nancy "	"Night activities in a french middle town"	";nuit;fonctions urbaines;urban geography;Nancy;loisirs;night;leisure;géographie urbaine;Lorraine;urban function;entertainmen"	"géographie urbaine,loisirs,fonctions urbaines,nuit,Lorraine,Nancy"	";Étienne , Auphan"	"1999-03-10"	"fr"	"true"	"0"	"0"
"5563"	"T0533"	"7498280029777644797"	"La richesse invisible"	""	""	""	";Denise , Pumain"	"2007-02-25"	"fr"	"false"	"0"	"0"
"25600"	"T1056"	""	"L’évaluation par indicateurs : un outil nécessaire d’aménagement urbain durable ?"	"The assessment, a necessary tool for urban sustainable planning? The conditions of tool relevance: reflexivity based on the Parisian experiment for the geographer and the town planner"	";sustainable urban planning;quartiers durables;éco-quartiers;aménagement urbain durable;ecohouses;Paris;indicators of sustainable development;acteurs de l’aménagement;urbanisme durable;indicateurs de développement durable;assessment;sustainable urban neighborhood;évaluation;evaluatio"	"aménagement urbain durable,éco-quartiers,évaluation,indicateurs de développement durable,Paris,quartiers durables,urbanisme durable,acteurs de l’aménagement"	";Vincent , Augiseau;Cécile , Guyot;François-Xavier , Monaco;Cécile , Judéaux;Cédissia , About de Chastenet;Anne , Jégou;Pierre , Pech"	"2012-12-04"	"fr"	"true"	"0"	"52"
"23380"	"T0897"	"8344252575799957572"	"Tous géographes !"	""	""	""	";Denise , Pumain"	"2010-12-01"	"fr"	"false"	"0"	"0"
"953"	""	""	"<em>Études sur l’environnement. De l’échelle du territoire à celle du continent</em><em><strong>. </strong></em>Animateur P. Caseau, Académie des sciences. Série Rapports sur la Science et la technologie (RST), N° 15, juin 2003. Ed. TEC &amp; DOC, Paris, 307 p."	""	""	""	";Tatiana , Muxart"	"2004-02-18"	"fr"	"false"	"0"	"0"
"24779"	""	""	"Une approche prospective de la configuration des disparités économiques régionales au sein de l'Union européenne par la modélisation et la simulation"	"A forward-looking approach of the configuration of the regional disparities within the European Union: modelling and simulation"	";spatial autocorrelation;politique de cohésion;automate cellulaire;interactions spatiales;autocorrélation spatiale;convergence;cohesion policy;simulation;cellular automata;spatial interaction"	"politique de cohésion,convergence,interactions spatiales,automate cellulaire,simulation,autocorrélation spatiale"	";Dominique , Goyat;Bernard , Elissalde;Patrice , Langlois;Sébastien , Bourdin"	"2011-11-15"	"fr"	"true"	"0"	"0"
"22869"	"T0866"	"4714407073178259501"	"Dynamiques urbaines et mutations des espaces agricoles en Languedoc-Roussillon (France)"	"Urban trends and changes in the open spaces in Languedoc-Roussillon (France)"	";spatial analysis;espace périurbain;urban sprawl;étalement urbain;analyse spatiale;agriculture;occupation du sol;periurban area;land us"	"agriculture,analyse spatiale,espace périurbain,étalement urbain,occupation du sol"	";Françoise , Jarrige;Lucette , Laurens;Christophe , Soulard;Patricia , Abrantes"	"2010-01-13"	"fr"	"true"	"0"	"34"
"938"	"T0289"	"8234506758814348085"	"Transition of Urban Space in Two Systems : the Fractal Geometry of Hungarian Provincial Cities"	""	";fractales;Szeged;Hungary;Hongrie;système urbain;ville;Debrecen;urban system;fractals;cit"	"ville,système urbain,fractales,Hongrie,Debrecen,Szeged"	";E. , Nagy"	"2000-11-18"	"en"	"false"	"0"	"26"
"1784"	"T0037"	"4903008498113087673"	"Hypothèses sur l’évolution de la végétation littorale des Petites Antilles depuis  l'époque précolombienne : le cas de la Martinique"	"Hypothesis about the evolution of the littoral vegetation in the lesser Antilles, from the pre-columbian period : the case of Martinique"	";Martinique;dynamique végétale;Lesser Antilles;littoral vegetation;Petites Antilles;vegetal dynamic;processus anthropique;végétation littorale;anthropic proces"	"dynamique végétale,Martinique,Petites Antilles,processus anthropique,végétation littorale"	";Philippe , Joseph"	"2006-05-29"	""	"true"	"0"	"41"
"5095"	""	""	"Formalisation des bases méthodologiques et conceptuelles d'une analyse spatiale des accidents de la route"	""	";accident;risque routier;facteur d’insécurité;analyse spatiale;SI"	"accident,analyse spatiale,facteur d’insécurité,risque routier,SIG"	";Florence Huguenin , Richard"	"1999-06-16"	"fr"	"false"	"0"	"0"
"5247"	"T0343"	"16239868459474805817"	"Un outil synthétique du suivi : la vision fréquentielle"	""	";traitement d'image;cartography;cartographie;space-frequency representation;représentation spatio-fréquentielle;image processin"	"cartographie,traitement d'image,représentation spatio-fréquentielle"	";Charles , Schneider"	"1999-01-28"	"Fr"	"false"	"0"	"5"
"6470"	"T0141"	"16781310828629088044"	"Le géographe et la carte. Point de vue et questionnement de la part d´un géographe cartographe"	"The Geographer and the Map. A Geographer-cartographer’s Standpoint and Questions"	";geography;cartography;cartographie;mapping;géographie;épistémologie;epistemolog"	"cartographie,épistémologie,géographie"	";Jean-Paul , Bord"	"1997-03-20"	"fr"	"true"	"0"	"22"
"506"	"T0315"	"18428749465993921069"	"Bertin, lexis and the graphical representation of event histories"	""	""	""	";Brian , Francis;John , Pritchard"	"2000-11-17"	"en"	"false"	"0"	"10"
"614"	"T0610"	""	"Actes des journées. Télédétection en Sciences Humaines"	""	""	""	";François , Cuq"	"2009-09-25"	""	"false"	"0"	"0"
"751"	""	""	"Garat I., Pottier P., Guineberte Th., Jousseaume V., Madore F., 2005,<em> Nantes, De la belle endormie au nouvel Eden de l'Ouest</em>, Paris, Anthropos-Economica, collection Villes, 162 p."	""	""	""	";Camille , Vielhescaze"	"2005-11-22"	"fr"	"false"	"0"	"0"
"2954"	"T0007"	"8187495921762826207"	"Le tourisme international en Afrique du Sud"	"International Tourism in South Africa"	";Afrique du Sud;international tourism;secteur touristique;fréquentation touristique;tourisme international;tourist industry;South Africa;tourist frequentatio"	"Afrique du Sud,fréquentation touristique,secteur touristique,tourisme international"	";Marie-Annick , Lamy-Giner;Jean-Louis , Guébourg"	"2005-12-12"	"fr"	"true"	"0"	"21"
"2802"	"T0096"	"16237111473358271219"	"L’Europe à travers le prisme du football. Nouvelles frontières circulatoires et redéfinition de la nation"	"Europe through the prism of football (soccer). New borders of movement and a redefinition of the nation"	";international relations;relations internationales;géopolitique;football;identité nationale;geopolitics;national identit"	"football,géopolitique,identité nationale,relations internationales"	";Raffaele , Poli"	"2004-12-03"	"fr"	"true"	"0"	"23"
"1478"	"T0432"	"2313414304570711287"	"Une difficile adaptation des objectifs internationaux en matière de gestion de l’eau dans un espace périurbain : le cas du Val de Norges"	"A difficult adaptation of international goals in water management for suburban areas : the case of the Valley of Norges."	";water supply;échelle locale;suburban;périurbanisation;water management;tension sur la ressource;gestion de l’eau;local scal"	"échelle locale,gestion de l’eau,périurbanisation,tension sur la ressource"	";Cécile , Prudhomme"	"2004-12-16"	"fr"	"true"	"0"	"5"
"25843"	"T1091"	"6888831124184553683"	"Cartographier les territorialités indigènes dans les Andes boliviennes : enjeux politiques, défis méthodologiques"	"Mapping Indigenous territorialities in the Bolivian Andes : political and methodological issues"	";Andes;Bolivie;territory;État;géopolitique;cartographie;Tierra Comunitaria de Origen (TCO);ayllu;mapping;Terre communautaire d’origine TCO;geopolitics;décolonisation;Bolivia;development aid;State;territoire;indigenous peoples;peuples indigènes;decolonization;aide au développemen"	"peuples indigènes,territoire,État,cartographie,décolonisation,aide au développement,géopolitique,Bolivie,Andes,ayllu,Terre communautaire d’origine TCO"	";Irène , Hirt;Louca , Lerch"	"2013-04-10"	"fr"	"true"	"0"	"79"
"5641"	"T0127"	"4189210914155528399"	"Redécoupage des limites régionales, ou coopération interrégionale ? Le cas de la Bretagne"	""	""	""	";Jean-Louis , Guigou"	"2007-04-18"	"fr"	"false"	"0"	"0"
"23336"	""	""	"Garnier J.-P., 2010, <em>Une violence éminemment contemporaine. Essais sur la ville, la petite bourgeoisie intellectuelle et l’effacement des classes populaires</em>, Marseille, Agone, coll. Contre-Feux, 254 p."	""	""	""	";Anne , Clerval"	"2010-10-30"	"fr"	"false"	"0"	"0"
"88"	"T0041"	"13805417772736369116"	"Un voyage de Paul Vidal de la Blache en Espagne dans la huerta de Valence (1906)"	"A trip by Paul Vidal de la Blache to the Valencia huerta of Spain (1906)"	";histoire de la géographie;Spain;Espagne;history of geography;Vidal de la Blach"	"Espagne,histoire de la géographie,Vidal de la Blache"	";Roland , Courtot"	"2006-10-13"	"fr"	"true"	"0"	"20"
"5019"	"T0417"	""	"Cybergeo's Staff"	""	""	""	""	"2015-04-01"	"en"	"false"	"0"	"0"
"26174"	"T1139"	""	"Patrimonialisation et (re)valorisation touristiques dans la métropole d’eThekwini (KwaZulu-Natal, Afrique du Sud) : à la croisée des enjeux politiques et économiques"	"Heritage and promotion of tourism in the eThekwini metropolitan area (KwaZulu-Natal, South Africa): at the crossroad of political and economical issues"	";revitalization;KwaZulu-Natal;regeneration;tourist client;réhabilitation;revitalisation;cultural celebration;patrimoine;eThekwini;célébration culturelle;heritage;tourism practice;clientèle;pratique touristiqu"	"KwaZulu-Natal,eThekwini,pratique touristique,clientèle,célébration culturelle,patrimoine,réhabilitation,revitalisation"	";Fabrice , Folio"	"2014-02-07"	"fr"	"true"	"0"	"63"
"1059"	"T0275"	"6764896077268036453"	"Rites et fêtes dans les villes japonaises"	""	";cultural heritage;rituel;ritual;festivals;patrimoine;fêtes;Japon;Japa"	"Japon,fêtes,rituel,patrimoine"	";Sylvie , Guichard-Anguis"	"1999-03-10"	"fr"	"false"	"0"	"13"
"23628"	"T0986"	""	"The Price of Freedom"	""	""	""	";Denise , Pumain"	"2011-05-02"	"en"	"false"	"0"	"0"
"936"	""	"14925076126421368406"	"Mitchell D., <em>Cultural Geography - A Critical Introduction, </em>2000, Oxford / Malden (Mass.), Blackwell, 325 p."	""	""	""	";Béatrice , Collignon"	"2001-03-21"	"en"	"false"	"0"	"0"
"8962"	"T0360"	""	"Intelligence artificielle et agents collectifs : le modèle EUROSIM"	"Artificial intelligence and collective agents: the EUROSIM model"	";système multi-agents;multiscalar analysis;collective agents;analyse multi-échelles;multi-agent system;ville;agents collectifs;Europe;citi"	"ville,Europe,système multi-agents,agents collectifs,analyse multi-échelles"	";Lena , Sanders;Denise , Pumain;Hélène , Mathian;Jean-Marc , Favaro;Benoît , Glisse"	"2007-07-16"	"fr"	"true"	"0"	"0"
"5354"	"T0718"	""	"10th Colloquium on Theoretical and Quantitative Geography, Rostock, Germany, September 6-11th, 1997"	""	""	""	""	"1997-09-06"	""	"false"	"0"	"0"
"25357"	"T1023"	"10854929410844065967"	"« Représenter sa ville » : l’ancrage des identités urbaines dans le rap des Twin Cities"	"“Representing the city”: Urban identities in Twin Cities’ rap music"	";United States;music;lieu;États-Unis;representation;musique;ville;rap;représentation;rap music;place;cit"	"rap,musique,ville,représentation,lieu,États-Unis"	";Séverin , Guillard"	"2012-05-23"	"fr"	"true"	"0"	"83"
"11373"	"T0569"	""	"Transport à la demande points à points en zone peu dense. Proposition d’une méthode d’optimisation de tournées"	"Point-to-point on-demand transport in rural areas. A route optimisation method"	";pickup and delivery;Dial a Ride;TAD;operations research;vehicle routing;Demand Responsive Transport;Transport à la Demande;DRT;zones rurales;Doubs Central;recherche opérationnelle;optimisation de tournée"	"Doubs Central,optimisation de tournées,recherche opérationnelle,TAD,Transport à la Demande,zones rurales"	";Didier , Josselin;Christian , Artigues;Élodie , Castex;Dominique , Feillet;Thierry , Garaix"	"2007-07-20"	"fr"	"true"	"0"	"0"
"21985"	"T0830"	"7385621136812353139"	"Pour un enseignement de la cosmographie en collège et lycée"	""	""	""	";Yves , Guermond"	"2009-02-09"	"fr"	"false"	"0"	"0"
"4825"	"T0061"	"763284122662271347"	"Distributions fractales des Pistes de Ski et des Remontées Mécaniques.Exemple de la station de Serre Chevalier"	"Fractal distribution of Ski lifts and Ski slopes. Example of the Serre Chevalier resort"	";remontées mécaniques;fractales;ski lifts;ski resort;complexity;pistes de ski;complexité;fractals;ski slope"	"complexité,fractales,pistes de ski,remontées mécaniques"	";Ivan , Brissaud"	"2007-03-09"	"fr"	"true"	"0"	"34"
"393"	"T0661"	"1099924209925134065"	"The multinational companies cost of capital and regional policy : tax cut or capital grant ?"	""	";multinational company;regional policy assessment;income from capital;cost of capital;open economy;effective tax rat"	""	";Michel , Mignolet"	"1998-03-13"	"en"	"false"	"0"	"0"
"20343"	"T0760"	"8867241032827260133"	"Éléments de prospective environnementale dans une réserve de biosphère"	"A foresight approach dedicated to a biosphere reserve"	";modélisation;prospective;model;scenario;simulation model;réserve de biosphère;reserve;interaction;Biosphere;scénari"	"interaction,modélisation,prospective,réserve de biosphère,scénario"	";Michel , Etienne;Marie , Charles;Frédéric , Bioret;Mathias , Rouan;Yvon , Guermeur;Françoise , Gourmelon;Harold , Levrel;Frédérique , Chlous-Ducharme;Christian , Kerbiriou"	"2008-09-25"	"fr"	"true"	"0"	"35"
"14173"	"T0434"	"13514660213280886463"	"La Course des Accélérateurs de Particules vers les Hautes Energies et la Log Périodicité"	"The Race of Particle Accelerators to the High Energies and the Log Periodicity"	";fractales;log périodicité;arbre d'évolution;complexity;complexité;tree of live;particle accelerator;log periodicity law;accélérateur de particules;fractal"	"accélérateur de particules,arbre d'évolution,complexité,fractales,log périodicité"	";Ivan , Brissaud;Eric , Baron"	"2007-12-11"	"fr"	"true"	"0"	"28"
"26387"	"T1153"	""	"Comment les paysans du corridor forestier de Fianarantsoa (Madagascar) dessinent-ils leur territoire ? Des cartes individuelles pour confronter les points de vue"	"How peasants from the forest corridor of Fianarantsoa (Madagascar) do draw their territory? Individual maps to gather several points of view"	";organización del espacio;bosque;conservación;conservation;organisation de l’espace;carte paysanne;peasant map;mapa campesino;forest;forêt;space organization;Madagasca"	"carte paysanne,forêt,conservation,organisation de l’espace,Madagascar"	";Andry , Randrianarison;Florence , Le Ber;Jean-Hyacinthe , Ramaroson;Dominique , Hervé"	"2014-07-23"	"fr"	"true"	"0"	"66"
"675"	""	""	"La dimension télédétection dans un programme de recherche en coopération sur la dynamique des versants montagnards, exemples : Equateur, Rwanda et Viêt-Nam"	"The remote sensing dimension in a cooperative research program on mountainside: cases in Ecuador, Rwanda and Viet-Nam"	";télédétection;remote sensin"	"télédétection"	";Tuan Luong , Anh;Dan Nguyen , Tu;Michel , Pouyllau;Fabien , Pouille;S. , Lagrée;Xavier , Amelot;Thu Ha Thi , Xuan;F. , Puythorac;A. , Vergnes"	"2000-05-05"	"fr"	"true"	"0"	"5"
"3944"	""	"8849323901926653084"	"Un système multi-scalaire, ses espaces de référence et ses mondes. L’<em>Atlas Vidal-Lablache</em>"	"A Multi-scalar System, its Referential Spaces and its Worlds. The Atlas Vidal-Lablache"	";scale;ethnocentrisme;cartography;cartographie;espace de référence;plate;universality;meta-scale;referential space;all/part;ethnocentrism;méta-échelle;monde;pertinence;representation;tout/partie;planche;relevance;représentation;échelle;universalité;world;atla"	"atlas,cartographie,échelle,espace de référence,ethnocentrisme,méta-échelle,monde,pertinence,planche,représentation,tout/partie,universalité"	";Marie-Claire , Robic"	"2004-03-25"	"fr"	"true"	"0"	"27"
